page,n_orden,provincia_canon,departamento_canon,localidad_canon,footnote,total,georef_id,nombre_oficial,georef_depto,lat,lon,estado,tier,criterio_deteccion,criterio_aceptacion,en_muestra,decidido_por,fecha,confianza,fuente,fuente_url,verificado_geo,nota
v5_p05,158,Corrientes,San Roque,Nueve de Julio,,794,18161030,9 de Julio,,-28.8407771600765,-58.8300857171651,propuesto,C-generador,generador_transformacion,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,media (match exacto pero en capa BAHRA),georef/localidades,https://apis.datos.gob.ar/georef/api,verde,candidato probado: '9 de Julio' [numero-palabra -> digito: Nueve->9 [capa localidades]]
v5_p05,139,Misiones,Eldorado,Nueve de Julio,,920,,9 de Julio,,-26.4301,-54.466,propuesto,C5-rename,web_rename,humano_lote,no,pendiente:Jose,2026-07-22,verde (guard: coord en depto esperado),Wikipedia,https://es.wikipedia.org/wiki/9_de_Julio_(Misiones),verde,"[guard=verde; punto en Eldorado] Localidad del depto Eldorado, Misiones"
v5_p05,15,Misiones,Oberá,Oberá,,12322,54091080,Oberá,Oberá,-27.4816559378759,-55.1251546931471,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p05,276,Entre Ríos,Tala,Olegario V. Andrade,,262,30091A07,Olegario V. Andrade,Tala,-32.3301507905423,-59.4478493638318,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p05,228,Misiones,Leandro N. Alem,Olegario V. Andrade,,448,54070080,Olegario V. Andrade,Leandro N. Alem,-27.5685966691192,-55.5014096213362,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p05,171,Corrientes,Paso de los Libres,Ombucito,,692,18119A08,Ombucito,Paso de los Libres,-29.6783410676409,-57.1094483804698,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p05,250,Corrientes,Saladas,Pago de los Deseos,,355,18126005,Pago de los Deseos,Saladas,-28.206920848956,-58.4485212049645,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p05,184,Corrientes,General Paz,Palmar Grande,,640,18063040,Palmar Grande,General Paz,-27.941254864837,-57.9010959742433,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p05,244,Corrientes,Goya,Paraje San Isidro,,384,18070030,San Isidro,,-29.498483161934,-59.3159091129083,propuesto,C-generador,generador_transformacion,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta (match exacto en depto del conjunto),georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,candidato probado: 'San Isidro' [prefijo: se quita 'Paraje']
v5_p05,1,Entre Ríos,Paraná,Paraná,,107551,30084160,Paraná,Paraná,-31.7401482152859,-60.5274658870377,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p05,147,Corrientes,San Cosme,Paso de la Patria,,858,18133020,Paso de la Patria,San Cosme,-27.3173344521563,-58.5725957618413,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p05,11,Corrientes,Paso de los Libres,Paso de los Libres,,15054,18119030,Paso de los Libres,Paso de los Libres,-29.7137052636623,-57.0854492590885,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p05,293,Corrientes,General Paz,Paso Florentín,,202,18063A19,Paso Florentín,General Paz,-27.7439838582137,-57.7762791857114,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p05,301,Entre Ríos,Gualeguaychú,Pastor Britos,,135,30056095,Pastor Britos,Gualeguaychú,-32.770192716382,-58.9063633690677,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p05,279,Entre Ríos,Concordia,Pedernal,,250,30015130,Pedernal,Concordia,-31.6718187058958,-58.2305637401007,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p05,221,Corrientes,Curuzú Cuatiá,Perugorría,,1110,18035030,Perugorría,Curuzú Cuatiá,-29.3404796154785,-58.6080890462901,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p05,275,Entre Ríos,La Paz,Piloto Avila,,266,,Piloto Ávila,,-30.7333,-59.5667,propuesto,C5-manual_coord,web_manual_coord,humano_lote,no,pendiente:Jose,2026-07-22,verde (guard: coord en depto esperado),OpenStreetMap Nominatim,https://nominatim.openstreetmap.org/search?q=Piloto+Avila+La+Paz+Entre+Rios&format=json,verde,"[guard=verde; punto en La Paz] Paraje próximo a la ciudad de La Paz (acceso Ruta 1), depto La Paz"
v5_p06,197,Corrientes,Ituzaingó,Playadito,,571,18084A14,Playadito,Ituzaingó,-27.8850216371962,-55.9205136132049,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p06,3,Misiones,Capital,Posadas,,70691,54028030,Posadas,Capital,-27.3896545260435,-55.9193081767805,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,281,Entre Ríos,Uruguay,Primero de Mayo,,246,,Primero de Mayo,,-32.2552,-58.4228,propuesto,C5-rename,web_rename,humano_lote,no,pendiente:Jose,2026-07-22,verde (guard: coord en depto esperado),wikipedia,https://es.wikipedia.org/wiki/Primero_de_Mayo_(Entre_R%C3%ADos),verde,"[guard=verde; punto en Uruguay] Primero de Mayo, municipio del depto Uruguay, Entre Rios. Coincide depto."
v5_p06,288,Misiones,Candelaria,Profundidad,,218,54021060,Profundidad,Candelaria,-27.5617679512775,-55.7047304122086,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,174,Entre Ríos,Uruguay,Pronunciamiento,,676,30098100,Pronunciamiento,Uruguay,-32.3460261033735,-58.4441600473682,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,218,Entre Ríos,Paraná,Pueblo Bellock,,484,30084170,Pueblo Bellocq (Las Garzas),Paraná,-31.4274268735175,-59.7444932615042,propuesto,E-bahra-fuzzy,bahra_fuzzy,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),georef/localidades,https://apis.datos.gob.ar/georef/api,verde,antes era sin_match. candidatos: Pueblo Bellocq (Las Garzas)/Paraná [30084170]
v5_p06,149,Entre Ríos,Paraná,Pueblo Brugo,,845,30084180,Pueblo Brugo,Paraná,-31.3863988777525,-60.093625174701,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,260,Entre Ríos,Colón,Pueblo Cazés,,249,30008070,Pueblo Cazes,Colón,-32.0038042104608,-58.4946183715295,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,302,Entre Ríos,Paraná,Pueblo Moreno,,129,3008405002,Pueblo Moreno,Paraná,-31.5870037147946,-60.0601610854207,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/localidades,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v5_p06,202,Entre Ríos,Paraná,Pueblo San Martín (Pto. Curtiembre),,544,,Puerto Curtiembre (Pueblo General San Martín),,-31.4611,-60.1661,propuesto,C5-rename,web_rename,humano_lote,no,pendiente:Jose,2026-07-22,verde (guard: coord en depto esperado),Wikipedia (Puerto Curtiembre),https://es.wikipedia.org/wiki/Puerto_Curtiembre,verde,[guard=verde; punto en Paraná] Comuna del depto Paraná sobre el río Paraná; 'Pueblo San Martín' fue el nombre oficial que nunca reemplazó al popular Pu
v5_p06,96,Misiones,Iguazú,Puerto Esperanza,,1363,54063010,Puerto Esperanza,Iguazú,-26.0232970897792,-54.6125092333468,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,115,Misiones,San Ignacio,Puerto Gisela,,1161,,Colonia Gisela (Municipio General Urquiza),,-27.1079,-55.3767,propuesto,C5-manual_coord,web_manual_coord,humano_lote,no,pendiente:Jose,2026-07-22,verde (guard: coord en depto esperado),Wikipedia (General Urquiza),https://es.wikipedia.org/wiki/General_Urquiza_(Misiones),verde,[guard=verde; punto en San Ignacio] Antiguo puerto/colonia sobre el río Paraná dentro del municipio de General Urquiza (depto San Ignacio). Coordenada = cen
v5_p06,229,Misiones,Lib. Gral. San Martín,Puerto Leoni,,962,54077050,Puerto Leoni,Libertador General San Martín,-26.9866562921186,-55.1656581816894,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,254,Misiones,25 de Mayo,Puerto Londero,,343,54119A25,Puerto Londero,25 de Mayo,-27.4013046135912,-54.4062347647295,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p06,167,Misiones,San Ignacio,Puerto Naranjito,,726,,,,,,sin_coordenada,C5-manual_coord,web_manual_coord,sin_coordenada,no,,2026-07-22,REVISAR (sin_depto),dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Puerto-Naranjito&id=10749,,"COORD RECHAZADA por guard (cae fuera de todo departamento: mar/borde). [guard=sin_depto; punto en ] Lugar poblado del depto San Ignacio, Misiones"
v5_p06,112,Misiones,Oberá,Puerto Panambí,,1190,54091090,Panambí,,-27.7220950975831,-54.9146417031445,propuesto,C-generador,generador_transformacion,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta (match exacto en depto del conjunto),georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,candidato probado: 'Panambí' [prefijo: se quita 'Puerto']
v5_p06,69,Misiones,Montecarlo,Puerto Piray,,1957,54084050,Puerto Piray,Montecarlo,-26.467494823767,-54.7136760762691,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,237,Misiones,San Javier,Puerto Rosario,,402,54105A08,Puerto Rosario,San Javier,-27.7803335510705,-55.0132772248262,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p06,200,Misiones,Eldorado,Puerto Victoria,,549,54042A10,Puerto Victoria,Eldorado,-26.3348930167741,-54.6623989859535,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p06,238,Entre Ríos,Concordia,Puerto Yeruá,,399,30015140,Puerto Yeruá,Concordia,-31.531277300336,-58.0152614191179,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,269,Entre Ríos,Diamante,Puiggari,,290,3002115001,Estación Puiggari,Diamante,-32.0558292988722,-60.4468862677802,propuesto,E-bahra-fuzzy,bahra_fuzzy,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),georef/localidades,https://apis.datos.gob.ar/georef/api,verde,antes era sin_match. candidatos: Estación Puiggari/Diamante [3002115001]
v5_p06,227,Corrientes,Mburucuyá,Punta Grande,,450,18098A06,Punta Grande,Mburucuyá,-27.9851019042157,-57.9692774968381,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p06,225,Entre Ríos,Villaguay,Raíces,,452,30113A35,Raíces,Villaguay,-31.936272008379,-59.1468814696929,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p06,178,Corrientes,Itatí,Ramada Paso,,664,18077020,Ramada Paso,Itatí,-27.3657902305638,-58.3009329056366,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,268,Entre Ríos,Uruguay,Rocamora,,309,30098110,Rocamora,Uruguay,-32.3459729612346,-58.9697454142681,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,24,Entre Ríos,Tala,Rosario del Tala,,7350,30091100,Rosario del Tala,Tala,-32.3007080375293,-59.1391268333633,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,83,Misiones,Lib. Gral. San Martín,Ruiz de Montoya,,1599,54077070,Ruiz de Montoya,Libertador General San Martín,-26.9686775169937,-55.0531836438413,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,259,Corrientes,Monte Caseros,Saenz Valiente,,333,18112A15,Sáenz Valiente,Monte Caseros,-30.4935890017032,-57.9121882206851,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p06,33,Corrientes,Saladas,Saladas,,3883,18126010,Saladas,Saladas,-28.2550066373231,-58.6238010038908,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,251,Corrientes,Paso de los Libres,San Antonio,,350,,"San Antonio (paraje, depto Paso de los Libres)",Paso de los Libres,-29.76755,-57.54712,confirmado_3.3b,3.3b:manual_coord,manual_coord,documentado_3.3b,no,auto:3.3b(web+doc+guard),2026-07-22,media,auto + OpenStreetMap/Nominatim + Gobierno de Corrientes,https://nominatim.openstreetmap.org/search?q=San+Antonio+Paso+de+los+Libres+Corrientes+Argentina&format=json,verde,guard=verde (coord en conjunto permitido)
v5_p06,212,Entre Ríos,Paraná,San Benito,,509,30084200,San Benito,Paraná,-31.7841021416871,-60.4400997545846,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,72,Corrientes,Ituzaingó,San Carlos,,1858,18084040,San Carlos,Ituzaingó,-27.7436028583098,-55.8984482565897,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,216,Corrientes,San Cosme,San Cosme,,496,18133030,San Cosme,San Cosme,-27.3704565631032,-58.5125628246898,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,249,Entre Ríos,La Paz,San Gustavo,,145,30070070,San Gustavo,La Paz,-30.6898309147696,-59.3943904810517,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,63,Misiones,San Ignacio,San Ignacio,,2106,54098110,San Ignacio,San Ignacio,-27.2589094530703,-55.5389619816315,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,64,Misiones,San Javier,San Javier,,2102,54105040,San Javier,San Javier,-27.8739593776522,-55.1348261115772,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,59,Entre Ríos,Colón,San José,,2188,30008090,San José,Colón,-32.2123864907891,-58.2192455459153,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,49,Misiones,Apóstoles,San José,,2691,54007060,San José,Apóstoles,-27.7699110394343,-55.7801900450216,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,36,Entre Ríos,Feliciano,San José de Feliciano,,3721,30042010,San José de Feliciano,Feliciano,-30.3852713114912,-58.7515719602207,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p06,265,Entre Ríos,Uruguay,San Justo,,314,30098140,San Justo,Uruguay,-32.4457923102043,-58.4354378735766,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,157,Corrientes,Saladas,San Lorenzo,,800,18126020,San Lorenzo,Saladas,-28.1381174437351,-58.7682379524762,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,40,Corrientes,San Luis del Palmar,San Luis del Palmar,,3407,18140010,San Luis del Palmar,San Luis del Palmar,-27.5076840184884,-58.5561670039427,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,104,Corrientes,San Miguel,San Miguel,,1300,18154020,San Miguel,San Miguel,-27.9983708281182,-57.5873642908768,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,123,Misiones,San Pedro,San Pedro,,1069,54112040,San Pedro,San Pedro,-26.6182122255176,-54.1069833782709,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,44,Corrientes,San Roque,San Roque,,2918,18161050,San Roque,San Roque,-28.5709360361921,-58.7120001317255,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,253,Corrientes,Paso de los Libres,San Salvador,,345,18119A16,San Salvador,Paso de los Libres,-29.2971404564595,-57.5028749683898,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/asentamientos,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p07,62,Entre Ríos,Colón,San Salvador,,2108,30088020,San Salvador,San Salvador,-31.6249640771687,-58.5050922148022,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,166,Entre Ríos,Federación,Santa Ana,,638,30028110,Santa Ana,Federación,-30.8993888156018,-57.9310371982537,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,170,Corrientes,San Cosme,Santa Ana,,698,18133040,Santa Ana,San Cosme,-27.4553549984351,-58.6547603461789,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/localidades,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v5_p07,61,Misiones,Candelaria,Santa Ana,,2136,54021080,Santa Ana,Candelaria,-27.3671212837411,-55.5805568560225,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,137,Entre Ríos,Uruguay,Santa Anita,,927,30098120,Santa Anita,Uruguay,-32.1739484747773,-58.7853802575715,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,22,Entre Ríos,La Paz,Santa Elena,,8174,30070080,Santa Elena,La Paz,-30.9443547387691,-59.789139983902,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,43,Corrientes,Lavalle,Santa Lucía,,2930,18091040,Santa Lucí­a,Lavalle,-28.9898407899337,-59.1007451261779,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,287,Misiones,Concepción,Santa María,,227,54035040,Santa María,Concepción,-27.9343139234329,-55.4073159157129,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,180,Misiones,25 de Mayo,Santa Rita,,661,54119050,Santa Rita,25 de Mayo,-27.5221485142567,-54.7279316051995,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,247,Corrientes,Concepción,Santa Rosa,,369,18028020,Santa Rosa,Concepción,-28.2680868713846,-58.1234019644531,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,103,Misiones,Eldorado,Santiago de Liniers,,1327,54042080,Santiago de Liniers,Eldorado,-26.4001631953587,-54.414989345203,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,151,Misiones,San Ignacio,Santo Pipó,,844,54098120,Santo Pipó,San Ignacio,-27.1397087164631,-55.4088515633144,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,19,Corrientes,Santo Tomé,Santo Tomé,,10121,18168040,Santo Tomé,Santo Tomé,-28.5498356647059,-56.0348089391963,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,39,Corrientes,Sauce,Sauce,,3448,18175010,Sauce,Sauce,-30.0855330833892,-58.7872794742331,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,215,Entre Ríos,Villaguay,Sauce de Luna,,501,30035050,Sauce de Luna,Federal,-31.2395714738407,-59.2175279801479,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,264,Entre Ríos,Paraná,Sauce Pintos,,322,30084220,Sauce Pinto,Paraná,-31.8419552431235,-60.3742809456584,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,media (nombre difiere),georef/,https://apis.datos.gob.ar/georef/api,verde,variante de nombre en el depto correcto
v5_p07,60,Entre Ríos,Paraná,Seguí,,2161,30084230,Seguí,Paraná,-31.9543484327364,-60.1256573206267,auto_ok,auto_ok,match_exacto_3campos,auto_match,no,auto,2026-07-22,alta,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,verde,
v5_p07,235,Entre Ríos,Tala,Solá,,404,30091060,Gobernador Sola,Tala,-32.3376610192522,-59.3707828918805,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,media (nombre difiere),georef/,https://apis.datos.gob.ar/georef/api,verde,variante de nombre en el depto correcto
v5_p07,81,Corrientes,Mercedes,Solari,,1636,18105020,Mariano I. Loza (Est. Justino Solari),Mercedes,-29.3768834155803,-58.1922345409078,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,media (nombre difiere),georef/,https://apis.datos.gob.ar/georef/api,verde,variante de nombre en el depto correcto
v5_p07,223,Entre Ríos,Paraná,Sosa,,458,30084240,Sosa,Paraná,-31.7362332979389,-59.9111358895149,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/localidades,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v5_p07,99,Entre Ríos,Diamante,Strobel,,1358,3002108002,Strobel,Diamante,-32.0537739076169,-60.6124866224263,propuesto,A (aparcado),bahra_georef,auto_muestreo,no,auto(pendiente_muestra),2026-07-22,alta,georef/localidades,https://apis.datos.gob.ar/georef/api,verde,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v5_p07,194,Corrientes,Concepción,Tabay,,588,18028030,Tabay,Concepción,-28.308136,-58.286866,confirmado_3.3b,3.3b:transferencia_confirmada,transferencia_confirmada,documentado_3.3b,no,auto:3.3b(web+doc+guard),2026-07-22,alta,auto + Georef + Wikipedia,https://es.wikipedia.org/wiki/Tabay_(Corrientes),verde,guard=verde (coord en conjunto permitido)
