page,n_orden,provincia,departamento,localidad,footnote,total,varones,mujeres
v3_p19,324,Buenos Aires,San Andrés de Giles,Ruiz,,1004,548,456
v3_p19,177,Buenos Aires,Saavedra,Saavedra,,666,366,300
v3_p19,433,Buenos Aires,Junín,Saforcada,,2404,1213,1191
v3_p19,53,Buenos Aires,Saladillo,Saladillo,,13293,6480,6813
v3_p19,234,Buenos Aires,Caseros,Salazar,,1568,837,731
v3_p19,235,Buenos Aires,Tornquist,Saldungaray,,1565,817,748
v3_p19,62,Buenos Aires,Salto,Salto,,9979,4968,5011
v3_p19,226,Buenos Aires,Lobos,Salvador María,,1616,860,756
v3_p19,115,Buenos Aires,Pellegrini,Salliqueló,,4220,2134,2086
v3_p19,862,Buenos Aires,Brandsen,Samborombón,,156,90,66
v3_p19,237,Buenos Aires,Balcarce,San Agustín,,1511,877,634
v3_p19,77,Buenos Aires,San Andrés de Giles,San Andrés de Giles,,7546,3628,3918
v3_p19,66,Buenos Aires,San Antonio de Areco,San Antonio de Areco,,9249,4505,4744
v3_p19,636,Buenos Aires,Saladillo,San Benito,,358,190,168
v3_p19,742,Buenos Aires,Tapalqué,San Bernardo,,257,150,107
v3_p19,96,Buenos Aires,San Cayetano,San Cayetano,,5733,2791,2942
v3_p19,214,Buenos Aires,General Lavalle,San Clemente del Tuyú,,1736,877,859
v3_p19,241,Buenos Aires,Ramallo,Sánchez,,1480,1072,408
v3_p19,382,Buenos Aires,General Viamonte,San Emilio,,796,435,361
v3_p19,377,Buenos Aires,25 de Mayo,San Enrique,,812,450,362
v3_p19,901,Buenos Aires,Guaminí,San Fermín,,113,63,50
v3_p19,17,Buenos Aires,San Fernando,San Fernando,1,92302,46444,45858
v3_p19,257,Buenos Aires,Tres Arroyos,San Francisco de Bellocq,,1389,813,576
v3_p19,452,Buenos Aires,Puán,San Germán,,628,348,280
v3_p19,537,Buenos Aires,Ayacucho,San Ignacio,,486,297,189
v3_p19,12,Buenos Aires,San Isidro,San Isidro,1,188065,91751,96314
v3_p19,760,Buenos Aires,Mercedes,San Jacinto,,239,134,105
v3_p19,424,Buenos Aires,Laprida,San Jorge,,684,361,323
v3_p20,812,Buenos Aires,Necochea,San José,,200,105,95
v3_p20,213,Buenos Aires,Lobería,San Manuel,,1748,969,779
v3_p20,525,Buenos Aires,Rivadavia,San Mauricio,,506,305,201
v3_p20,343,Buenos Aires,Tres Arroyos,San Mayol,,936,550,386
v3_p20,90,Buenos Aires,Monte,San Miguel del Monte,,6092,2980,3112
v3_p20,22,Buenos Aires,San Nicolás,San Nicolás,,49082,25654,23428
v3_p20,378,Buenos Aires,Chacabuco,San Patricio,,803,477,326
v3_p20,43,Buenos Aires,San Pedro,San Pedro,,17960,8930,9030
v3_p20,408,Buenos Aires,Coronel Dorrego,San Román,,714,430,284
v3_p20,507,Buenos Aires,Chivilcoy,San Sebastián,,540,297,243
v3_p20,411,Buenos Aires,Rivadavia,Sansinena,,708,402,306
v3_p20,587,Buenos Aires,Baradero,Santa Coloma,,403,209,194
v3_p20,739,Buenos Aires,Laprida,Santa Elena,,259,151,108
v3_p20,456,Buenos Aires,General Villegas,Santa Eleodora,,626,336,290
v3_p20,600,Buenos Aires,Carlos Tejedor,Santa Inés,,389,202,187
v3_p20,413,La Pampa,Chalileo,Santa Isabel,,706,368,338
v3_p20,161,Buenos Aires,San Pedro,Santa Lucía,,2791,1468,1323
v3_p20,774,Buenos Aires,Olavarría,Santa Luisa,,229,130,99
v3_p20,233,Buenos Aires,Coronel Suárez,Santa María,,1569,719,850
v3_p20,369,Buenos Aires,General Villegas,Santa Regina,,838,474,364
v3_p20,37,La Pampa,Capital,Santa Rosa,,25273,12529,12744
v3_p20,451,La Pampa,Guatraché,Santa Teresa,,629,313,316
v3_p20,501,Buenos Aires,General Lavalle,Santa Teresita,,547,311,236
v3_p20,700,Buenos Aires,25 de Mayo,Santiago Garbarini,,293,176,117
v3_p20,621,Buenos Aires,Roque Pérez,Santiago Larré,,371,194,177
v3_p20,644,Buenos Aires,Maipú,Santo Domingo,,348,172,176
v3_p20,584,Buenos Aires,9 de Julio,Santos Unzué,,405,244,161
v3_p20,543,Buenos Aires,Carlos Casares,Santo Tomás,,483,267,216
v3_p20,101,Buenos Aires,San Vicente,San Vicente,,5207,2496,2711
v3_p20,711,La Pampa,Chapaleufú,Sarah,,281,152,129
v3_p20,398,Buenos Aires,Colón,Sarasa,,743,403,340
v3_p20,799,Buenos Aires,Guaminí,Saturno,,210,123,87
v3_p20,374,Buenos Aires,Dolores,Sevigné,,820,452,368
v3_p20,453,Buenos Aires,Tornquist,Sierra de la Ventana,,628,344,284
v3_p20,142,Buenos Aires,Olavarría,Sierras Bayas,,3168,1673,1495
v3_p20,246,Buenos Aires,Olavarría,Sierra Chica,,1448,717,731
v3_p20,286,Buenos Aires,Carlos Casares,Smith,,1214,650,564
v3_p20,806,Buenos Aires,Ayacucho,Solanet,,203,116,87
v3_p20,788,Buenos Aires,Rojas,Sol de Mayo,,219,133,86
v3_p20,498,Buenos Aires,San Andrés de Giles,Solís,,552,296,256
v3_p20,556,La Pampa,Maracó,Speluzzi,,459,253,206
v3_p21,513,Buenos Aires,Bahía Blanca,Spurr,,524,266,258
v3_p21,693,Buenos Aires,Coronel Pringles,Stegman,,303,200,103
v3_p21,255,Buenos Aires,Patagones,Stroeder,,1412,756,656
v3_p21,380,Buenos Aires,Luján,Sucre,,802,432,370
v3_p21,130,Buenos Aires,Suipacha,Suipacha,,3495,1759,1736
v3_p21,676,Buenos Aires,Rivadavia,Sundblad,,320,187,133
v3_p21,890,Buenos Aires,Salto,Tacuarí,,126,75,51
v3_p21,325,Buenos Aires,Lobería,Tamangueyú,,1004,538,466
v3_p21,733,Buenos Aires,Pergamino,Tambo Nuevo,,264,142,122
v3_p21,24,Buenos Aires,Tandil,Tandil,,45703,22161,23542
v3_p21,122,Buenos Aires,Tapalqué,Tapalqué,,3795,1747,2048
v3_p21,665,Buenos Aires,Carmen de Areco,Tatay,,327,204,123
v3_p21,361,Buenos Aires,Juárez,Tedín Uriburu,,861,492,369
v3_p21,209,La Pampa,Loventué,Telén,,1857,946,911
v3_p21,480,La Pampa,Conhello,Tte. Gral. Emilio Mitre,,573,334,239
v3_p21,487,Buenos Aires,Villarino,Teniente Origone,,567,309,258
v3_p21,18,Buenos Aires,Tigre,Tigre,1,91725,47253,44472
v3_p21,300,Buenos Aires,Carlos Tejedor,Timote,,1145,594,551
v3_p21,669,Buenos Aires,Adolfo Alsina,Thames,,325,184,141
v3_p21,144,La Pampa,Toay,Toay,,3166,1897,1269
v3_p21,287,Buenos Aires,Bartolomé Mitre,Todd,,1205,635,570
v3_p21,766,Buenos Aires,Mercedes,Tomás Jofré,,235,135,100
v3_p21,575,La Pampa,Atreucó,Tomás M. Anchorena,,422,242,180
v3_p21,151,Buenos Aires,Tornquist,Tornquist,,3062,1539,1523
v3_p21,164,Buenos Aires,Luján,Torres,,2699,1289,1410
v3_p21,169,Buenos Aires,Pilar,Tortuguitas,,2628,1380,1248
v3_p21,548,La Pampa,Maracó,Trebolares,,472,275,197
v3_p21,170,Buenos Aires,Trenque Lauquen,30 de Agosto,,2601,1352,1249
v3_p21,149,La Pampa,Trenel,Trenel,,3086,1647,1439
v3_p21,54,Buenos Aires,Trenque Lauquen,Trenque Lauquen,,13263,6426,6837
v3_p21,134,Buenos Aires,Carlos Tejedor,Tres Algarrobos,,3385,1767,1618
v3_p21,30,Buenos Aires,Tres Arroyos,Tres Arroyos,,34139,16573,17566
v3_p21,9,Buenos Aires,3 de Febrero,3 de Febrero,1,263391,132465,130926
v3_p21,628,Buenos Aires,Adolfo Alsina,Tres Lagunas,,366,209,157
v3_p21,579,Buenos Aires,Tornquist,Tres Picos,,414,252,162
v3_p21,392,Buenos Aires,Carmen de Areco,Tres Sargentos,,759,447,312
v3_p21,619,Buenos Aires,Lincoln,Triunvirato,,372,218,154
v3_p21,823,Buenos Aires,Trenque Lauquen,Trongé,,192,104,88
v3_p21,705,Buenos Aires,San Andrés de Giles,Tuyutí,,287,166,121
v3_p21,478,Buenos Aires,Ayacucho,Udaquiola,,576,335,241
v3_p21,463,Buenos Aires,Bolívar,Unzué,,606,337,269
v3_p22,138,Buenos Aires,Bolívar,Urdampilleta,,3229,1615,1614
v3_p22,357,Buenos Aires,Cañuelas,Uribelarrea,,867,478,389
v3_p22,298,La Pampa,Catriló,Uriburu,,1154,640,514
v3_p22,354,Buenos Aires,Pergamino,Urquiza,,875,471,404
v3_p22,723,Buenos Aires,San Antonio de Areco,Vagues,,270,158,112
v3_p22,303,Buenos Aires,25 de Mayo,Valdés,,1137,667,470
v3_p22,758,Buenos Aires,Rivadavia,Valentín Gómez,,245,144,101
v3_p22,864,Buenos Aires,Bolívar,Vallimanca,,155,85,70
v3_p22,782,Buenos Aires,González Chaves,Vázquez,,223,106,117
v3_p22,112,Buenos Aires,Leandro N. Alem,Vedia,,4456,2181,2275
v3_p22,47,Buenos Aires,25 de Mayo,25 de Mayo,,16184,7953,8231
v3_p22,383,Buenos Aires,Tapalqué,Velloso,,785,399,386
v3_p22,701,Buenos Aires,Magdalena,Vergara,,291,172,119
v3_p22,110,Buenos Aires,Magdalena,Verónica,,4760,2499,2261
v3_p22,468,La Pampa,Chapaleufú,Vértiz,,588,313,275
v3_p22,794,Buenos Aires,Puán,Víboras,,212,124,88
v3_p22,310,Buenos Aires,Mar Chiquita,Vivoratá,,1096,629,467
v3_p22,197,Buenos Aires,Cañuelas,Vicente Casares,,1935,1108,827
v3_p22,10,Buenos Aires,Vicente López,Vicente López,1,247656,118694,128962
v3_p22,143,La Pampa,Loventué,Victorica,,3167,1605,1562
v3_p22,523,Buenos Aires,Guaminí,Victorino de la Plaza,,510,286,224
v3_p22,488,Buenos Aires,Magdalena,Vieytes,,567,289,278
v3_p22,823,Buenos Aires,Lincoln,Vigilancia,,191,98,93
v3_p22,695,Buenos Aires,Las Flores,Vilela,,302,168,134
v3_p22,535,Buenos Aires,San Andrés de Giles,Villa Espil,,492,288,204
v3_p22,262,Buenos Aires,General J. Madariaga,Villa Gessell,,1374,762,512
v3_p22,496,Buenos Aires,Bahía Blanca,Villa Harding Green,,553,268,285
v3_p22,167,Buenos Aires,Puán,Villa Iris,,2640,1310,1330
v3_p22,346,Buenos Aires,San Antonio de Areco,Villa Lía,,921,477,444
v3_p22,218,Buenos Aires,Patagones,Villalonga,,1680,1009,671
v3_p22,802,Buenos Aires,Alberti,Villa María,,209,110,99
v3_p22,352,La Pampa,Quemú-Quemú,Villa Mirasol,,902,501,401
v3_p22,489,Buenos Aires,General Paz,Villa Nueva,,564,292,272
v3_p22,215,Buenos Aires,San Vicente,Villa Numancia,,1735,896,839
v3_p22,123,Buenos Aires,Ramallo,Villa Ramallo,,3736,1873,1863
v3_p22,228,Buenos Aires,Pilar,Villa Rosa,,1598,916,682
v3_p22,349,Buenos Aires,Marcos Paz,Villars,,915,477,438
v3_p22,327,Buenos Aires,General Villegas,Villa Saboya,,1001,570,431
v3_p22,364,Buenos Aires,General Villegas,Villa Sauce,,853,454,399
v3_p22,848,Buenos Aires,Rivadavia,Villa Sena,,166,103,63
v3_p22,643,Buenos Aires,Bartolomé Mitre,Viñas,,349,181,168
v3_p23,709,Buenos Aires,San Pedro,Vuelta de Obligado,,283,147,136
v3_p23,370,Buenos Aires,Bragado,Warnes,,838,449,389
v3_p23,178,La Pampa,Conhello,Winifreda,,2399,1293,1106
v3_p23,771,Buenos Aires,Adolfo Alsina,Yutuyaco,,230,141,89
v3_p23,583,Buenos Aires,Lobos,Zapiola,,406,203,203
v3_p23,23,Buenos Aires,Zárate,Zárate,,46460,23708,22752
v3_p23,484,Buenos Aires,General Viamonte,Zavalía,,570,308,262
v3_p23,436,Buenos Aires,Pilar,Zelaya,,661,341,320
v3_p23,395,Buenos Aires,Monte,Zenón Videla Dorna,,750,433,317
v4_p01,393,Santa Fe,General López,Aarón Castellanos,,1043,576,467
v4_p01,154,Santa Fe,Rosario,Acebal,,2986,1548,1438
v4_p01,188,Córdoba,Río Cuarto,Achiras,,1989,1023,966
v4_p01,174,Córdoba,Río Cuarto,Adelia María,,2454,1219,1235
v4_p01,565,Córdoba,Colón,Agua de Oro,,564,270,294
v4_p01,594,Córdoba,Minas,Agua de Ramón,,490,257,233
v4_p01,381,Santa Fe,Rosario,Albarrellos,,1090,576,514
v4_p01,143,Córdoba,Río Cuarto,Alcira,,3180,1640,1540
v4_p01,67,Santa Fe,Constitución,Alcorta,,5632,2880,2752
v4_p01,339,Santa Fe,Castellanos,Aldao,,1260,665,595
v4_p01,503,Santa Fe,San Lorenzo,Aldao,,710,409,301
v4_p01,189,Santa Fe,San Javier,Alejandra,,1987,999,988
v4_p01,155,Córdoba,Juárez Celman,Alejandro,,2921,1388,1533
v4_p01,145,Córdoba,Marcos Juárez,Alejo Ledesma,,3110,1622,1488
v4_p01,248,Córdoba,San Justo,Alicia,,1637,804,833
v4_p01,93,Córdoba,Tercero Arriba,Almafuerte,,4406,2235,2171
v4_p01,629,Córdoba,Río Cuarto,Alpa Corral,,422,219,203
v4_p01,26,Córdoba,Santa María,Alta Gracia,,11628,5642,5986
v4_p01,702,Córdoba,San Alberto,Altautina,,261,143,118
v4_p01,415,Córdoba,Unión,Alto Alegre,,971,496,475
v4_p01,199,Córdoba,San Justo,Altos de Chipión,,1917,1014,903
v4_p01,168,Santa Fe,La Capital,Alto Verde,,2627,1341,1286
v4_p01,137,Santa Fe,Rosario,Alvarez,,3270,1694,1576
v4_p01,340,Santa Fe,Rosario,Alvear,,1259,676,583
v4_p01,597,Córdoba,Calamuchita,Amboy,,487,235,252
v4_p01,315,Santa Fe,San Cristóbal,Ambrosetti,,1341,727,614
v4_p01,634,Córdoba,San Alberto,Ambul,,414,211,203
v4_p01,524,Córdoba,General San Martín,Ana Zumarán,,657,380,277
v4_p01,290,Santa Fe,Iriondo,Andino,,1464,781,683
v4_p01,650,Santa Fe,Castellanos,Angélica,,373,209,164
v4_p01,471,Santa Fe,San Justo,Angeloni,,789,421,368
v4_p01,574,Córdoba,Santa María,Anizacate,,523,280,243
v4_p01,74,Santa Fe,Caseros,Arequito,,5278,2697,2581
v4_p01,82,Córdoba,Marcos Juárez,Arias,,5015,2598,2417
v4_p01,581,Santa Fe,Rosario,Arminda,,503,272,231
v4_p01,59,Santa Fe,Belgrano,Armstrong,,6093,3120,2973
v4_p01,278,Santa Fe,San Jerónimo,Arocena,,1512,809,703
v4_p01,97,Córdoba,San Justo,Arroyito,,4244,2043,2201
v4_p01,616,Córdoba,General San Martín,Arroyo Algodón,,455,255,200
v4_p01,757,Córdoba,Río Segundo,Arroyo Alvarez,,137,78,59
v4_p01,590,Córdoba,General San Martín,Arroyo Cabral,,493,280,213
v4_p02,291,Santa Fe,General Obligado,Arroyo Ceibal,,1463,730,733
v4_p02,222,Santa Fe,San Cristóbal,Arrufó,,1773,917,856
v4_p02,249,Santa Fe,Caseros,Arteaga,,1634,839,795
v4_p02,488,Córdoba,Colón,Ascochinga,,738,378,360
v4_p02,450,Santa Fe,La Capital,Ascochingas,,864,459,405
v4_p02,666,Córdoba,Juárez Celman,Asunta,,320,196,124
v4_p02,237,Santa Fe,Castellanos,Ataliva,,1689,862,827
v4_p02,612,Santa Fe,Castellanos,Aurelia,,459,239,220
v4_p02,318,Córdoba,General San Martín,Ausonia,,1335,741,594
v4_p02,595,Córdoba,Ischilín,Avellaneda,,490,238,252
v4_p02,68,Santa Fe,General Obligado,Avellaneda,,5557,2748,2809
v4_p02,390,Córdoba,Santa María,Bajo Chico,,1051,577,474
v4_p02,98,Córdoba,San Justo,Balnearia,,4237,2008,2229
v4_p02,158,Córdoba,Unión,Ballesteros,,2844,1404,1440
v4_p02,125,Santa Fe,San Jerónimo,Barrancas,,3542,1786,1756
v4_p02,744,Córdoba,Juárez Celman,Barreto,,176,97,79
v4_p02,474,Santa Fe,Castellanos,Baver y Sigel,,775,425,350
v4_p02,12,Córdoba,Unión,Bell-Ville,,19269,9129,10140
v4_p02,432,Córdoba,Juárez Celman,Bengolea,,918,502,416
v4_p02,355,Córdoba,Unión,Benjamín Gould,,1194,645,549
v4_p02,221,Santa Fe,Caseros,Berabevú,,1774,871,903
v4_p02,483,Santa Fe,General Obligado,Berna,,745,369,376
v4_p02,272,Santa Fe,San Jerónimo,Bernardo de Irigoyen,,1547,839,708
v4_p02,144,Córdoba,Río Cuarto,Berrotarán,,3131,1570,1561
v4_p02,396,Córdoba,Punilla,Bialet Massé,,1029,532,497
v4_p02,111,Santa Fe,Caseros,Bigand,,3884,1996,1888
v4_p02,485,Córdoba,Unión,Bismarck,,741,379,362
v4_p02,342,Santa Fe,Constitución,Bombal,,1256,641,615
v4_p02,349,Santa Fe,Belgrano,Bouquet,,1226,639,587
v4_p02,510,Córdoba,Santa María,Bouwer,,688,383,305
v4_p02,161,Córdoba,San Justo,Brinkman,,2826,1409,1417
v4_p02,244,Córdoba,General Roca,Buchardo,,1660,843,817
v4_p02,364,Córdoba,Río Cuarto,Bulnes,,1181,616,565
v4_p02,444,Santa Fe,Iriondo,Bustinza,,887,456,431
v4_p02,610,Santa Fe,La Capital,Cabal,,463,251,212
v4_p02,642,Córdoba,Colón,Cabana,,379,193,186
v4_p02,430,Santa Fe,San Javier,Cacique Ariacaiquín,,936,486,450
v4_p02,234,Santa Fe,General López,Cafferata,,1711,933,778
v4_p02,90,Santa Fe,Vera,Calchaquí,,4493,2215,2278
v4_p02,353,Córdoba,Río Segundo,Calchín,,1203,594,609
v4_p02,108,Córdoba,Marcos Juárez,Camilo Aldao,,3933,1999,1934
v4_p03,733,Córdoba,Sobremonte,Caminiaga,,207,102,105
v4_p03,63,Córdoba,Unión,Canals,,5918,2981,2937
v4_p03,729,Córdoba,Totoral,Candelaria,,210,115,95
v4_p03,686,Córdoba,Cruz del Eje,Candelaria,,291,151,140
v4_p03,643,Córdoba,Río Seco,Candelaria Norte,,379,187,192
v4_p03,413,Córdoba,Colón,Canteras el Sauce,,975,534,441
v4_p03,701,Córdoba,Calamuchita,Cañada de Alvarez,,262,127,135
v4_p03,11,Santa Fe,Iriondo,Cañada de Gómez,,20462,10354,10108
v4_p03,730,Córdoba,Ischilín,Cañada del Río Pinto,,209,108,101
v4_p03,453,Córdoba,Totoral,Cañada de Luque,,809,416,393
v4_p03,593,Córdoba,Río Primero,Cañada de Machado,,491,276,215
v4_p03,418,Santa Fe,General López,Cañada del Ucle,,967,513,454
v4_p03,370,Santa Fe,Constitución,Cañada Rica,,1157,635,522
v4_p03,113,Santa Fe,San Martín,Cañada Rosquín,,3865,1998,1867
v4_p03,124,Córdoba,General Roca,Cañada Verde,,3558,1794,1764
v4_p03,480,Córdoba,Río Primero,Cap. de la Sgrda. Familia,,749,364,385
v4_p03,584,Córdoba,Río Segundo,Capilla del Carmen,,501,276,225
v4_p03,61,Córdoba,Punilla,Capilla del Monte,,5980,2892,3088
v4_p03,404,Córdoba,Río Primero,Capilla de los Remedios,,1000,505,495
v4_p03,722,Córdoba,San Javier,Capilla del Romero,,224,116,108
v4_p03,721,Córdoba,Totoral,Capilla de Sitón,,224,120,104
v4_p03,28,Santa Fe,San Lorenzo,Capitán Bermúdez,,11262,5798,5464
v4_p03,360,Santa Fe,San Cristóbal,Capivara,,1185,672,513
v4_p03,50,Santa Fe,San Lorenzo,Carcarañá,,6775,3489,3286
v4_p03,105,Santa Fe,San Martín,Carlos Pellegrini,,4005,2019,1986
v4_p03,257,Santa Fe,General López,Carmen,,1598,812,786
v4_p03,489,Santa Fe,Rosario,Carmen del Sauce,,737,388,349
v4_p03,407,Córdoba,Juárez Celman,Carnerillo,,995,519,476
v4_p03,700,Córdoba,Río Cuarto,Carolina,,263,155,108
v4_p03,190,Santa Fe,General López,Carreras,,1976,1040,936
v4_p03,386,Córdoba,Río Segundo,Carrilobo,,1064,489,575
v4_p03,229,Santa Fe,Iriondo,Carrizales,,1744,904,840
v4_p03,766,Córdoba,Colón,Casa Bamba,,118,64,54
v4_p03,570,Córdoba,Punilla,Casa Grande,,534,311,223
v4_p03,632,Santa Fe,San Jerónimo,Casalegno,,420,233,187
v4_p03,357,Santa Fe,San Martín,Casas,,1191,648,543
v4_p03,17,Santa Fe,Caseros,Casilda,,17216,8481,8735
v4_p03,772,Córdoba,Punilla,Casaffousth,,108,62,46
v4_p03,423,Santa Fe,San Martín,Castelar,,957,507,450
v4_p03,638,Santa Fe,Castellanos,Castellanos,,395,205,190
v4_p03,324,Córdoba,Marcos Juárez,Cavanagh,,1306,706,600
v4_p04,567,Santa Fe,Las Colonias,Cavour,,496,259,237
v4_p04,266,Santa Fe,Garay,Cayastá,,1554,781,773
v4_p04,394,Santa Fe,San Justo,Cayastacito,,1040,563,477
v4_p04,498,Santa Fe,Castellanos,Cello,,716,374,342
v4_p04,299,Santa Fe,San Jerónimo,Centeno,,1435,755,680
v4_p04,546,Santa Fe,Constitución,Cepeda,,603,320,283
v4_p04,36,Santa Fe,San Cristóbal,Ceres,,9578,4627,4951
v4_p04,745,Córdoba,San Alberto,Ciénaga de Allende,,174,89,85
v4_p04,517,Córdoba,Minas,Ciénaga del Coro,,674,331,343
v4_p04,251,Córdoba,Unión,Cintra,,1621,821,800
v4_p04,300,Santa Fe,Iriondo,Classon,,1422,821,601
v4_p04,400,Santa Fe,Castellanos,Clucellas,,1011,513,498
v4_p04,533,Córdoba,Río Segundo,Colazo,,630,298,332
v4_p04,522,Córdoba,Tercero Arriba,Colonia Almada,,662,365,297
v4_p04,613,Córdoba,San Justo,Colonia Anita,,459,252,207
v4_p04,619,Córdoba,Marcos Juárez,Colonia Barge,,444,251,193
v4_p04,420,Santa Fe,San Martín,Colonia Belgrano,,961,469,492
v4_p04,684,Santa Fe,Castellanos,Colonia Bicha,,292,152,140
v4_p04,559,Santa Fe,San Cristóbal,Colonia Bossi,,577,314,263
v4_p04,428,Córdoba,Unión,Colonia Bremen,,938,531,407
v4_p04,77,Córdoba,Colón,Colonia Caroya,,5149,2593,2556
v4_p04,723,Córdoba,San Justo,Colonia Coyunda,,223,114,109
v4_p04,611,Córdoba,San Justo,Colonia 10 de Julio,,463,249,214
v4_p04,644,Córdoba,Río Cuarto,Colonia el Carmen,,378,201,177
v4_p04,127,Santa Fe,General Obligado,Colonia Ella,,3498,1733,1765
v4_p04,514,Córdoba,Marcos Juárez,Colonia Italiana,,675,382,293
v4_p04,425,Córdoba,San Justo,Colonia la Tordilla,,950,509,441
v4_p04,384,Córdoba,San Justo,Colonia Marina,,1071,550,521
v4_p04,541,Córdoba,Marcos Juárez,Colonia O'Higgins,,613,340,273
v4_p04,553,Córdoba,San Justo,Colonia Prosperidad,,587,330,257
v4_p04,552,Santa Fe,Castellanos,Colonia Raquel,,590,317,273
v4_p04,392,Santa Fe,San Cristóbal,Colonia Rosa,,1048,551,497
v4_p04,692,Córdoba,San Justo,Colonia Santa María,,278,153,125
v4_p04,505,Córdoba,Unión,Colonia Santa María,,694,387,307
v4_p04,706,Córdoba,Colón,Colonia Tirolesa,,256,137,119
v4_p04,747,Córdoba,Río Segundo,Colonia Videla,,168,92,76
v4_p04,391,Córdoba,San Justo,Colonia Vignaud,,1050,605,445
v4_p04,669,Córdoba,San Justo,Colonia Waltelina,,314,163,151
v4_p04,191,Córdoba,San Justo,Concepción del Tío,,1962,1002,960
v4_p04,637,Córdoba,San Javier,Conlara,,396,210,186
v4_p04,538,Santa Fe,San Cristóbal,Constanza,,624,338,286
v4_p05,756,Córdoba,Ischilín,Copacabana,,137,72,65
v4_p05,2,Córdoba,Capital,Córdoba,,586015,283871,302144
v4_p05,35,Santa Fe,San Jerónimo,Coronda,,9611,5020,4591
v4_p05,335,Santa Fe,San Lorenzo,Coronel Arnold,,1269,689,580
v4_p05,264,Córdoba,Río Cuarto,Coronel Baigorria,,1567,845,722
v4_p05,337,Santa Fe,Rosario,Coronel Bogado,,1262,630,632
v4_p05,408,Santa Fe,Rosario,Coronel Domínguez,,995,546,449
v4_p05,625,Santa Fe,Castellanos,Coronel Fraga,,427,225,202
v4_p05,60,Córdoba,Marcos Juárez,Corral de Bustos,,5986,3017,2969
v4_p05,240,Córdoba,Tercero Arriba,Corralito,,1667,860,807
v4_p05,138,Santa Fe,Iriondo,Correa,,3220,1700,1520
v4_p05,406,Córdoba,Santa María,Cosme,,998,507,491
v4_p05,37,Córdoba,Punilla,Cosquín,,9488,4454,5034
v4_p05,403,Córdoba,Río Segundo,Costa Sacate,,1001,554,447
v4_p05,774,Córdoba,San Justo,Cotagaita,,107,59,48
v4_p05,329,Santa Fe,San Martín,Crispi,,1281,692,589
v4_p05,66,Córdoba,Marcos Juárez,Cruz Alta,,5716,2857,2859
v4_p05,718,Córdoba,Punilla,Cruz Chica,,233,120,113
v4_p05,9,Córdoba,Cruz del Eje,Cruz del Eje,,22026,10370,11656
v4_p05,462,Santa Fe,Las Colonias,Cululú,,815,442,373
v4_p05,603,Córdoba,Pte. Roque Sáenz Peña,Curapaligüe,,477,263,214
v4_p05,468,Santa Fe,San Cristóbal,Curupaity,,799,465,334
v4_p05,84,Santa Fe,Caseros,Chabás,,4916,2562,2354
v4_p05,459,Córdoba,Río Cuarto,Chaján,,832,489,343
v4_p05,679,Córdoba,Río Primero,Chalacea,,302,168,134
v4_p05,545,Córdoba,Pocho,Chancaní,,605,297,308
v4_p05,738,Córdoba,Río Cuarto,Chañaritos,,194,110,84
v4_p05,83,Santa Fe,Caseros,Chañar Ladeado,,4979,2520,2459
v4_p05,466,Santa Fe,General López,Chapuy,,803,450,353
v4_p05,630,Córdoba,Punilla,Charbonier,,421,206,215
v4_p05,523,Córdoba,Juárez Celman,Charras,,658,360,298
v4_p05,285,Santa Fe,General López,Chateaubriand,,1490,789,701
v4_p05,371,Córdoba,General San Martín,Chazón,,1156,596,560
v4_p05,455,Córdoba,Unión,Chilibroste,,844,448,396
v4_p05,277,Santa Fe,General López,Chovet,,1518,808,710
v4_p05,431,Santa Fe,General López,Christophersen,,934,573,361
v4_p05,716,Córdoba,San Javier,Chuchiras,,234,135,99
v4_p05,499,Córdoba,Río Cuarto,Chucul,,714,398,316
v4_p05,557,Córdoba,Ischilín,Chuña,,582,295,287
v4_p05,614,Córdoba,Sobremonte,Chuña Huasi,,458,243,215
v4_p05,762,Córdoba,Tulumba,Churqui Cañada,,126,65,61
v4_p06,365,Córdoba,Tercero Arriba,Dalmacio Vélez Sarsfield,,1175,622,553
v4_p06,20,Córdoba,Ischilín,Deán Funes,,16280,7655,8625
v4_p06,732,Córdoba,General Roca,De la Serna,,209,120,89
v4_p06,254,Córdoba,General Roca,Del Campillo,,1614,861,753
v4_p06,202,Córdoba,Santa María,Despeñaderos,,1904,963,941
v4_p06,562,Santa Fe,San Jerónimo,Desvío Arijón,,571,311,260
v4_p06,759,Córdoba,General San Martín,Desvío las Mojarras,,129,73,56
v4_p06,667,Córdoba,Río Primero,Desvío Km. 691,,317,179,138
v4_p06,147,Córdoba,San Justo,Devoto,,3074,1520,1554
v4_p06,319,Santa Fe,San Jerónimo,Díaz,,1334,687,647
v4_p06,256,Santa Fe,General López,Diego de Alvear,,1602,860,742
v4_p06,664,Córdoba,Río Primero,Diego de Rojas,,325,160,165
v4_p06,218,Córdoba,Colón,Dumesnil,,1791,965,826
v4_p06,476,Santa Fe,Castellanos,Eguzquiza,,763,414,349
v4_p06,348,Córdoba,San Justo,El Arañado,,1227,657,570
v4_p06,682,Córdoba,Calamuchita,El Cano,,298,156,142
v4_p06,626,Córdoba,Río Primero,El Crispín,,426,242,184
v4_p06,705,Córdoba,Minas,El Chacho,,257,132,125
v4_p06,312,Córdoba,Río Cuarto,Elena,,1369,676,693
