grupo,veredicto,page,n_orden,localidad_1960,provincia,depto_1960,poblacion,propuesta,depto_propuesto,lat,lon,criterio_deteccion,verificado_geo,fuente,fuente_url,nota
B,,v4_p08,567,Kilómetro 711,Córdoba,Colón,547,Malvinas Argentinas (Córdoba),,-31.3792,-64.0539,web_rename,verde,Wikipedia (Malvinas Argentinas,Córdoba),[guard=verde; punto en Colón] https://es.wikipedia.org/wiki/Malvinas_Argentinas_(C%C3%B3rdoba)
B,,v5_p06,202,Pueblo San Martín (Pto. Curtiembre),Entre Ríos,Paraná,544,Puerto Curtiembre (Pueblo General San Martín),,-31.4611,-60.1661,web_rename,verde,Wikipedia (Puerto Curtiembre),https://es.wikipedia.org/wiki/Puerto_Curtiembre,[guard=verde; punto en Paraná] Comuna del depto Paraná sobre el río Paraná; 'Pueblo San Martín' fue el nombre oficial que nunca reemplazó al popular Pu
B,,v3_p04,504,Colonia Hogar Ricardo Gutiérrez,Buenos Aires,Marcos Paz,541,Marcos Paz (Colonia Hogar Ricardo Gutiérrez),,-34.8478,-58.8354,web_barrio,verde,osm,https://nominatim.openstreetmap.org/search?q=Colonia%20Hogar%20Ricardo%20Guti%C3%A9rrez%2C%20Marcos%20Paz,"[guard=verde; punto en Marcos Paz] Colonia/barrio ~7 km al sur de la ciudad de Marcos Paz, partido Marcos Paz. Coincide depto."
B,,v6_p01,160,Clodomiro Díaz,Chaco,Mayor Luis J. Fontana,540,Pueblo Clodomiro Díaz,,-27.6380,-60.7937,web_manual_coord,verde,osm,"https://nominatim.openstreetmap.org/search?q=Pueblo+Clodomiro+Diaz,+Chaco,+Argentina","[guard=verde; punto en Mayor Luis J. Fontana] Aldea/estación en depto Mayor Luis J. Fontana (Chaco), cerca de Villa Ángela."
B,,v6_p02,162,El Malacara,Santiago del Estero,General Taboada,527,El Malacara,,-28.4333,-62.5167,web_manual_coord,verde,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=El-Malacara&id=36291,"[guard=verde; punto en General Taboada] Localidad del depto General Taboada, Santiago del Estero"
B,,v3_p21,513,Spurr,Buenos Aires,Bahía Blanca,524,Spurr (barrio y estación de Bahía Blanca),,-38.7544,-62.2544,web_barrio,verde,Wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Spurr,[guard=verde; punto en Bahía Blanca] Barrio y estación de FC a ~4 km al sur del centro de Bahía Blanca
B,,v3_p13,526,Libres del Sud,Buenos Aires,Chascomús,505,Libres del Sud,,-35.7319,-57.72,web_manual_coord,verde,Wikipedia (Estación Libres del Sud),https://es.wikipedia.org/wiki/Estaci%C3%B3n_Libres_del_Sud,[guard=verde; punto en Chascomús] Paraje/estación en partido Chascomús (linda con Lezama).
B,,v3_p15,527,Máximo Fernández,Buenos Aires,Bragado,505,Máximo Fernández,,-35.0614,-60.7047,web_rename,verde,wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_M%C3%A1ximo_Fern%C3%A1ndez,"[guard=verde; punto en Bragado] Localidad/estacion Maximo Fernandez, ~21 km al oeste de Bragado, partido Bragado. Coincide depto."
B,,v3_p12,532,Kilómetro 158,Buenos Aires,San Pedro,495,Pueblo Doyle,,-33.9033,-59.8210,web_rename,verde,wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Doyle,[guard=verde; punto en San Pedro] El pueblo se llamó Kilómetro 158 (luego Ing. Urcelay) antes de renombrarse Pueblo Doyle; depto San Pedro (Buenos Aires).
B,,v3_p07,533,Elordi,Buenos Aires,General Villegas,494,Massey (Estación Elordi),,-35.0462,-63.1218,web_rename,verde,OSM Nominatim,https://nominatim.openstreetmap.org/,"[guard=verde; punto en General Villegas] Localidad Massey, cuya estación ferroviaria es Elordi; partido de General Villegas, Buenos Aires."
B,,v8_p02,143,Hipólito Irigoyen,San Luis,Belgrano,481,Hipólito Yrigoyen,,-32.9167,-66.3333,web_manual_coord,verde,getamap,https://www.getamap.net/maps/argentina/san_luis/_hipolitoirigoyen/,"[guard=verde; punto en Belgrano] Localidad del depto Belgrano, San Luis"
B,,v3_p15,551,M. Colman,Buenos Aires,Rauch,464,Estación Martín Colman,,-36.4097,-59.1433,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Mart%C3%ADn_Colman,[guard=verde; punto en Rauch] Estación y pequeño poblado en partido de Rauch (M. Colman = Martín Colman)
B,,v7_p10,277,Senador Péres,Jujuy,Humahuaca,450,Estación Senador Pérez (Uquía),,-23.3046,-65.3574,web_manual_coord,verde,Wikipedia (Estación Senador Pérez / Uquía),https://es.wikipedia.org/wiki/Estaci%C3%B3n_Senador_P%C3%A9rez,"[guard=verde; punto en Humahuaca] La estación Senador Pérez está en la localidad de Uquía, depto Humahuaca; coordenada de Uquía."
B,,v6_p07,180,Vicentini,Chaco,San Fernando,447,Puerto Vicentini (barrio de Fontana),,-27.4014,-59.0392,web_barrio,verde,Wikimapia/dices.net,http://wikimapia.org/33649922/es/BARRIO-PUERTO-VICENTINI,"[guard=verde; punto en San Fernando] Antigua localidad Puerto Vicentini, hoy barrio de Fontana, depto San Fernando."
B,,v8_p02,151,Dixonville,San Luis,Gobernador Dupuy,441,Fortín El Patria (ex Dixonville),,-34.7726,-65.5232,web_rename,verde,osm,https://nominatim.openstreetmap.org/search?q=Fort%C3%ADn%20El%20Patria%2C%20San%20Luis,"[guard=verde; punto en Gobernador Dupuy] Estacion Dixonville, hoy paraje/municipio Fortin El Patria, depto Gobernador Dupuy, San Luis. Coincide depto (la coord d"
B,,v8_p04,152,Rincón del Este,San Luis,Junín,435,Rincón del Este (Villa de Merlo),,-32.3506,-64.9827,web_manual_coord,verde,OSM Nominatim,https://nominatim.openstreetmap.org/,"[guard=verde; punto en Junín] Paraje/barrio al este de Villa de Merlo, depto Junín, San Luis (hoy reserva florofaunística)."
B,,v6_p02,184,Desvío Bruchard,Formosa,Patiño,432,Apeadero Bruchard (Ramal C25),,-25.14,-59.96,web_manual_coord,verde,Wikipedia,https://es.wikipedia.org/wiki/Ramal_C25_del_Ferrocarril_Belgrano,"[guard=verde; punto en Patiño] Apeadero km 1797 (cruza RP24) entre Estanislao del Campo e Ibarreta, depto Patiño; coordenada aproximada por interpolaci"
B,,v8_p02,155,Embalse La Florida,San Luis,Coronel Pringles,417,La Florida,,-33.1182,-66.0008,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/La_Florida_(San_Luis),"[guard=verde; punto en Coronel Pringles] Localidad junto al Embalse La Florida, depto Coronel Pringles"
B,,v4_p19,633,V. Rosario del Saladillo,Córdoba,Tulumba,416,Villa Rosario del Saladillo,,-30.4311,-63.4731,web_manual_coord,verde,Wikipedia,https://es.wikipedia.org/wiki/Rosario_del_Saladillo,"[guard=verde; punto en Tulumba] Rosario del Saladillo (Villa), depto Tulumba, Cordoba"
B,,v7_p03,293,Dr. Facundo Zuviría,Salta,Chicoana,402,Facundo Zuviría (El Carril),,-25.0709,-65.4935,web_manual_coord,verde,OSM Nominatim,"https://nominatim.openstreetmap.org/search?q=Facundo+Zuviria,+Salta,+Argentina","[guard=verde; punto en Chicoana] Paraje/estación Facundo de Zuviría en El Carril, depto Chicoana (se descarta el homónimo Facundo Zuviría en Gral. San Ma"
B,,v6_p04,197,Mal Paso,Santiago del Estero,Capital,401,Mal Paso,,-27.7667,-64.3097,web_manual_coord,verde,Wikipedia (Aeropuerto Mal Paso / Vicecomodoro Aragonés),https://en.wikipedia.org/wiki/Vicecomodoro_%C3%81ngel_de_la_Paz_Aragon%C3%A9s_Airport,[guard=verde; punto en Capital] Paraje al NO de la ciudad de Santiago del Estero (depto Capital); coordenada del aeródromo homónimo 'Mal Paso'.
B,,v3_p14,598,Lia Calel,Buenos Aires,Tres Arroyos,392,Lin Calel,,-38.7000,-60.2333,web_rename,verde,gazetteer,https://www.dices.net/mapas/argentina/mapa.php?nombre=Lin-Calel&id=877,"[guard=verde; punto en Tres Arroyos] Transcripcion 'Lia Calel' = Lin Calel, pueblo/estacion del partido Tres Arroyos, Buenos Aires. Coincide depto."
B,,v7_p04,298,El Recreo,Catamarca,Santa María,391,"El Recreo (paraje, 25 de Mayo)",,-26.7221,-66.0573,web_manual_coord,verde,osm,"https://nominatim.openstreetmap.org/search?q=El+Recreo,+Santa+Maria,+Catamarca,+Argentina",[guard=verde; punto en Santa María] Paraje El Recreo (distrito 25 de Mayo) en depto Santa María (Catamarca). NO es el homónimo Recreo/La Paz de la pista.
B,,v4_p02,642,Cabana,Córdoba,Colón,379,Cabana,,-31.2175,-64.3502,web_manual_coord,verde,Wikipedia,https://es.wikipedia.org/wiki/Cabana_(Argentina),"[guard=verde; punto en Colón] Localidad en la ladera este de las Sierras Chicas, depto Colón, cerca de Unquillo, Córdoba."
B,,v4_p03,643,Candelaria Norte,Córdoba,Río Seco,379,Villa Candelaria Norte,,-29.8119,-63.3539,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Villa_Candelaria_Norte,"[guard=verde; punto en Río Seco] Localidad del depto Río Seco, Córdoba"
B,,v6_p02,206,El Chorro,Formosa,Ramón Lista,377,El Chorro,,-23.2167,-62.3000,web_manual_coord,verde,Wikipedia,https://es.wikipedia.org/wiki/El_Chorro_(Formosa),[guard=verde; punto en Ramón Lista] Localidad del depto Ramón Lista; se llamó General Mosconi 1977-2015 y recuperó el nombre El Chorro
B,,v9_1_2_p01,116,Centro Río Mayo,Chubut,Río Senguer,376,Río Mayo,,-45.6869,-70.2600,web_manual_coord,verde,Wikipedia,https://es.wikipedia.org/wiki/R%C3%ADo_Mayo_(ciudad),"[guard=verde; punto en Río Senguer] Centro de la ciudad de Rio Mayo, depto Rio Senguer, Chubut"
B,,v6_p05,209,Pampa Florida,Chaco,Maipú,371,Pampa Florida,,-26.5630,-60.3912,web_manual_coord,verde,OSM Nominatim,"https://nominatim.openstreetmap.org/search?q=Pampa+Florida,+Chaco,+Argentina","[guard=verde; punto en Maipú] Paraje en Municipio de Tres Isletas, depto Maipú, Chaco."
B,,v3_p11,642,José M. Micheo,Buenos Aires,General Alvear,352,Estación José María Micheo,,-35.8816,-59.9466,web_rename,verde,Wikipedia (Estación José María Micheo),https://es.wikipedia.org/wiki/Estaci%C3%B3n_Jos%C3%A9_Mar%C3%ADa_Micheo,[guard=verde; punto en General Alvear] Paraje/estación en partido General Alvear.
B,,v4_p12,657,Molinari,Córdoba,Punilla,345,Molinari,,-31.1999,-64.4830,web_rename,verde,wikipedia,https://es.wikipedia.org/wiki/Molinari_(C%C3%B3rdoba),"[guard=verde; punto en Punilla] Molinari, localidad del depto Punilla (hoy dependiente de Cosquin), Cordoba. Coincide depto."
B,,v7_p05,321,Iturbe,Jujuy,Humahuaca,326,Iturbe,,-22.9789,-65.3536,web_manual_coord,verde,wikipedia,https://es.wikipedia.org/wiki/Iturbe_(Argentina),"[guard=verde; punto en Humahuaca] Localidad/estación ferroviaria en depto Humahuaca (Jujuy). Coord 22°58'44\\""S 65°21'13\""\""W."""
B,,v3_p14,673,Loma Negra,Buenos Aires,Olavarría,322,Loma Negra (Villa Fortabat),,-36.9667,-60.2500,web_manual_coord,verde,Wikipedia,https://es.wikipedia.org/wiki/Loma_Negra,"[guard=verde; punto en Olavarría] Pueblo cementero (Villa Alfredo Fortabat), a ~14 km de Olavarría, partido de Olavarría."
B,,v4_p06,667,Desvío Km. 691,Córdoba,Río Primero,317,Paraje Km 691 (Campo Enríquez),,-31.36,-63.853,web_manual_coord,verde,Mapcarta,https://mapcarta.com/es/20051876,"[guard=verde; punto en Río Primero] Paraje/desvío sobre RN19, ~9 km al E de Monte Cristo, depto Río Primero; coordenada aproximada"
B,,v3_p04,683,Cerro de los Leones,Buenos Aires,Tandil,309,Cerro Leones (paraje),,-37.3161,-59.2003,web_manual_coord,verde,Welcome Argentina / OSM,https://www.welcomeargentina.com/tandil/cabanas-cerro-leones_i.html,"[guard=verde; punto en Tandil] Paraje serrano al pie del Cerro Leones, partido de Tandil"
B,,v7_p10,330,Tala Pampa,Salta,La Viña,304,Talapampa,,-25.5450,-65.5570,web_rename,verde,Georef (INDEC/datos.gob.ar),https://apis.datos.gob.ar/georef/api/localidades-censales?nombre=Talapampa,"[guard=verde; punto en La Viña] Tala Pampa = Talapampa, localidad del depto La Viña, Salta"
B,,v3_p08,696,Fuerte Argentino,Buenos Aires,Tornquist,301,Fuerte Argentino,,-38.2117,-62.4206,web_manual_coord,verde,OSM Nominatim,"https://nominatim.openstreetmap.org/search?q=Fuerte+Argentino,+Tornquist,+Buenos+Aires,+Argentina","[guard=verde; punto en Tornquist] Paraje sobre el río Sauce Chico, partido de Tornquist (Cuartel III)."
B,,v3_p07,698,El Arbolito,Buenos Aires,Colón,298,El Arbolito,,-33.9138,-60.9434,web_manual_coord,verde,Wikipedia (Estación El Arbolito),https://es.wikipedia.org/wiki/Estaci%C3%B3n_El_Arbolito,[guard=verde; punto en Colón] Localidad/estación en partido Colón (parte se extiende a Rojas como Villa Manuel Pomar).
B,,v4_p06,682,El Cano,Córdoba,Calamuchita,298,El Cano,,-32.6101,-64.5961,web_manual_coord,verde,osm,https://nominatim.openstreetmap.org/search?q=El%20Cano%2C%20Calamuchita%2C%20C%C3%B3rdoba,"[guard=verde; punto en Calamuchita] Paraje rural El Cano (Pedania Rio de los Sauces), depto Calamuchita, Cordoba; capilla San Antonio de El Cano. Coincide d"
B,,v5_p07,271,Veinte de Setiembre,Entre Ríos,Nogoyá,289,Veinte de Setiembre,,-32.3860,-59.6645,web_manual_coord,verde,osm,"https://nominatim.openstreetmap.org/search?q=Veinte+de+Setiembre,+Nogoya,+Entre+Rios,+Argentina","[guard=verde; punto en Nogoyá] Paraje/junta de gobierno en distrito Sauce, depto Nogoyá (Entre Ríos), sobre RN12."
B,,v9_1_2_p04,132,San Pedro,Río Negro,Bariloche,274,Península San Pedro (San Carlos de Bariloche),,-41.0677,-71.4473,web_barrio,verde,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Peninsula-San-Pedro&id=15977,"[guard=verde; punto en Bariloche] Paraje hoy barrio/península de San Carlos de Bariloche, depto Bariloche"
B,,v5_p05,275,Piloto Avila,Entre Ríos,La Paz,266,Piloto Ávila,,-30.7333,-59.5667,web_manual_coord,verde,OpenStreetMap Nominatim,https://nominatim.openstreetmap.org/search?q=Piloto+Avila+La+Paz+Entre+Rios&format=json,"[guard=verde; punto en La Paz] Paraje próximo a la ciudad de La Paz (acceso Ruta 1), depto La Paz"
B,,v7_p07,344,Osma,Salta,La Viña,263,Osma,,-25.2009,-65.4888,web_manual_coord,verde,OpenStreetMap/Nominatim,https://nominatim.openstreetmap.org/,"[guard=verde; punto en La Viña] Aldea Osma (antiguo Embarcadero Osma del FC Belgrano C-13), depto La Viña, Salta"
B,,v3_p01,737,Agote,Buenos Aires,Mercedes,260,Agote,,-34.6441,-59.3551,web_manual_coord,verde,Wikipedia (Agote),https://es.wikipedia.org/wiki/Agote_(Buenos_Aires),[guard=verde; punto en Mercedes] Localidad surgida en torno a la estación Agote (FC San Martín); partido de Mercedes.
B,,v7_p09,347,San Blas de los Sauces,La Rioja,San Blas de los Sauces,259,Salicas - San Blas,,-28.373737271654,-67.0705706119765,cabecera_documentada,verde,web+georef,https://es.wikipedia.org/wiki/San_Blas_(La_Rioja),el censo 1960 listo la cabecera con el nombre del depto. cabecera = San Blas; INDEC/Georef reportan el aglomerado junto como 'Salicas - San Blas'
B,,v9_1_2_p04,134,Puerto Coyle,Santa Cruz,Güer Aike,251,Puerto Coig (Puerto Coyle),,-50.9567,-69.2267,web_rename,verde,Wikipedia (Puerto Coig),https://es.wikipedia.org/wiki/Puerto_Coig,"[guard=verde; punto en Güer Aike] Ex localidad del depto Güer Aike, también llamada Puerto Coyle."
B,,v5_p06,281,Primero de Mayo,Entre Ríos,Uruguay,246,Primero de Mayo,,-32.2552,-58.4228,web_rename,verde,wikipedia,https://es.wikipedia.org/wiki/Primero_de_Mayo_(Entre_R%C3%ADos),"[guard=verde; punto en Uruguay] Primero de Mayo, municipio del depto Uruguay, Entre Rios. Coincide depto."
B,,v6_p02,242,El Cajón,Santiago del Estero,Ojo de Agua,246,El Cajón,,-29.3211,-63.8839,web_manual_coord,verde,osm,"https://nominatim.openstreetmap.org/search?q=El+Cajon,+Ojo+de+Agua,+Santiago+del+Estero,+Argentina",[guard=verde; punto en Ojo de Agua] Paraje El Cajón en depto Ojo de Agua (Santiago del Estero).
B,,v6_p03,245,La Brea,Santiago del Estero,Figueroa,237,La Brea,,-27.5719,-63.6296,web_manual_coord,verde,OSM Nominatim,https://nominatim.openstreetmap.org/,[guard=verde; punto en Figueroa] Paraje en depto Figueroa (Santiago del Estero). La pista Brea Pozo está en depto San Martín (homónimo distinto); se usó
B,,v3_p03,761,Barrow,Buenos Aires,Tres Arroyos,236,Estación Barrow / Chacra Experimental Barrow,,-38.3211,-60.2578,web_manual_coord,verde,Gobierno de la Prov. de Buenos Aires (CEI Barrow),https://www.gba.gob.ar/innovacion_productiva/chacra_experimental_integrada_barrow,"[guard=verde; punto en Tres Arroyos] Estación/chacra experimental, km 487,5 RN3, partido Tres Arroyos"
B,,v3_p21,766,Tomás Jofré,Buenos Aires,Mercedes,235,Tomás Jofré (nombre oficial Jorge Born),,-34.6995,-59.3189,web_manual_coord,verde,Municipalidad de Mercedes,https://nw.mercedes.gob.ar/ciudad/turismo/tomas-jofre,"[guard=verde; punto en Mercedes] Localidad del partido de Mercedes; nombre oficial Jorge Born, popularmente Tomás Jofré por su estación"
B,,v6_p06,246,Puna,Santiago del Estero,Moreno,235,Puna,,-27.7981,-62.5224,web_manual_coord,verde,OpenStreetMap/Nominatim,https://nominatim.openstreetmap.org/,"[guard=verde; punto en Moreno] Puna (antigua estacion FC Belgrano ramal C4), depto Moreno, Santiago del Estero; NO confundir con La Punta del depto Cho"
B,,v4_p05,716,Chuchiras,Córdoba,San Javier,234,Chuchiras,,-31.9762,-65.0932,web_manual_coord,verde,derutasymapas / mapas,https://www.derutasymapas.com.ar/Cordoba/Chuchiras/,"[guard=verde; punto en San Javier] Paraje próximo a Villa Las Rosas, depto San Javier. Coord 31°59'S 65°06'O."
B,,v4_p05,718,Cruz Chica,Córdoba,Punilla,233,Cruz Chica,,-30.9667,-64.4833,web_manual_coord,verde,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Cruz-Chica&id=33184,"[guard=verde; punto en Punilla] Localidad del Valle de Punilla entre La Cumbre y Los Cocos, depto Punilla."
B,,v7_p11,361,Veintitrés de Agosto,Jujuy,Ledesma,228,23 de Agosto,,-23.7808,-64.6708,web_rename,verde,osm,https://nominatim.openstreetmap.org/search?q=23%20de%20Agosto%2C%20Ledesma%2C%20Jujuy,"[guard=verde; punto en Ledesma] '23 de Agosto', poblado del depto Ledesma (municipio Calilegua), Jujuy. Coincide depto; existe tambien barrio homonimo e"
B,,v3_p12,781,La Japonesa,La Pampa,Cura-Có,225,Gobernador Duval,,-38.7430,-66.4354,web_rename,verde,osm,"https://nominatim.openstreetmap.org/search?q=Gobernador+Duval,+La+Pampa,+Argentina","[guard=verde; punto en Curacó] Gobernador Duval, sobre el Río Colorado en depto Curacó (La Pampa); histórica y popularmente conocido como La Japonesa."
B,,v7_p01,370,Bajo Grande,Salta,Metán,210,Bajo Grande,,-25.3500,-64.5000,web_manual_coord,verde,OSM Nominatim,https://nominatim.openstreetmap.org/,"[guard=verde; punto en Metán] Localidad del municipio El Galpón, depto Metán, Salta. Coordenada de baja precisión (punto OSM redondeado); aproximada."
B,,v7_p02,372,Capitán J. Page,Salta,Rivadavia,207,Capitán Juan Pagé,,-23.6833,-62.3833,web_rename,verde,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Capitan-Juan-Page&id=29081,"[guard=verde; punto en Rivadavia] Localidad ferroviaria del depto Rivadavia, Salta"
B,,v3_p12,820,Kilómetro 125,Buenos Aires,San Andrés de Giles,192,Estación La Valerosa,,-34.5525,-59.5328,web_rename,verde,Wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_La_Valerosa,"[guard=verde; punto en San Andrés de Giles] Estacion cuyo nombre original era Kilometro 125, renombrada La Valerosa, partido San Andres de Giles, Buenos Aires"
B,,v3_p03,827,Bonifacio,Buenos Aires,Guaminí,187,Laguna Alsina (Bonifacio),,-36.8075,-62.2479,web_rename,verde,Wikipedia (Estación Bonifacio) / OSM,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Bonifacio,"[guard=verde; punto en Guaminí] La estación Bonifacio está en la localidad de Laguna Alsina, partido de Guaminí; comúnmente aún llamada Bonifacio."
B,,v7_p04,386,El Tobar,Tucumán,Chicligasta,184,El Tobar,,-27.5333,-65.0667,web_rename,verde,osm,https://nominatim.openstreetmap.org/search?q=El%20Tobar%2C%20Tucum%C3%A1n,"[guard=verde; punto en Simoca] El Tobar; OSM lo ubica en depto Simoca (uno de los deptos_modernos), lindante con Chicligasta. Coincide depto."
B,,v7_p08,389,Rosario del Dorado,Salta,Anta,177,Rosario del Dorado,,-24.5275,-64.1558,web_manual_coord,verde,osm,"https://nominatim.openstreetmap.org/search?q=Rosario+del+Dorado,+Anta,+Salta,+Argentina","[guard=verde; punto en Anta] Paraje en municipio Apolinario Saravia, depto Anta (Salta)."
B,,v7_p04,398,General Alvarado,Salta,Capital,159,General Alvarado,,-24.8496,-65.4577,web_manual_coord,verde,OSM Nominatim,https://nominatim.openstreetmap.org/,"[guard=verde; punto en Capital] Paraje/barrio en el SO de la ciudad de Salta, depto Capital."
B,,v7_p05,402,Huasa Pampa Sud,Tucumán,Graneros,149,Huasa Pampa Sur,,-27.8811,-65.5825,web_manual_coord,verde,Mindat,https://www.mindat.org/feature-3854069.html,"[guard=verde; punto en La Cocha] Localidad del depto La Cocha, Tucumán (limítrofe con Graneros)"
B,,v7_p06,406,Luisiana,Tucumán,Cruz Alta,146,Luisiana (La Florida y Luisiana),,-26.8000,-65.0833,web_manual_coord,verde,dices.net / db-city,https://www.dices.net/mapas/argentina/mapa.php?nombre=Luisiana&id=2928,"[guard=verde; punto en Cruz Alta] Comunidad rural del depto Cruz Alta, al este de Alderetes (Gran Tucumán)"
B,,v4_p03,772,Casaffousth,Córdoba,Punilla,108,Casaffousth,,-31.3667,-64.45,web_manual_coord,verde,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Casaffousth&id=29646,"[guard=verde; punto en Punilla] Estación/paraje Casaffousth cerca de Santa María de Punilla, depto Punilla."
B,,v3_p04,905,Colonia La Merced,Buenos Aires,Villarino,105,Colonia La Merced,,-38.6740,-62.4743,web_manual_coord,verde,osm,https://nominatim.openstreetmap.org/search?q=Colonia%20La%20Merced%2C%20Villarino,"[guard=verde; punto en Villarino] Colonia La Merced, paraje del partido Villarino (limite con Bahia Blanca sobre el arroyo Sauce Chico). Coincide depto."
B,,v4_p08,775,Jean Maire,Córdoba,San Justo,103,Jeanmaire,,-31.4008,-62.4683,web_manual_coord,verde,osm,"https://nominatim.openstreetmap.org/search?q=Jeanmaire,+San+Justo,+Cordoba,+Argentina",[guard=verde; punto en San Justo] Localidad Jeanmaire en depto San Justo (Córdoba).
B,,v9_1_2_p04,154,Planta Compresora Conesa,Río Negro,General Conesa,101,Planta Compresora (General Conesa),,-40.4248,-63.9047,web_manual_coord,verde,OSM Nominatim,https://nominatim.openstreetmap.org/,"[guard=verde; punto en Conesa] Planta compresora de gas sobre RN250 (km 49), depto Conesa, Río Negro; caserío ligado a la planta al norte del casco de"
B,,v9_1_2_p01,157,Barrio Laprida y Manantial Rosales,Chubut,Escalante,81,Manantial Rosales (Comodoro Rivadavia),,-45.8233,-67.5269,web_barrio,verde,Wikipedia,https://es.wikipedia.org/wiki/Manantial_Rosales,[guard=verde; punto en Escalante] Depto Escalante; barrio de Comodoro Rivadavia (incorporado al aglomerado en censo 2022)
C,,v4_p14,23,Reinaldo Cullen,Santa Fe,La Capital,11881,,,,,sin_coordenada,,,,"[C5 web] No figura ninguna localidad, comuna ni estacion 'Reinaldo Cullen' en el depto La Capital actual ni en OSM/Georef; pob 1960=11881 sugiere dis"
C,,v4_p13,30,Posta de San Martín,Santa Fe,Rosario,10152,,,,,sin_coordenada,,,,"[C5 web] Sin match confiable en Rosario; pob 10152 sugiere distrito/barrio de la ciudad de Rosario, no localizable como localidad puntual. No confund"
C,,v8_p05,46,Zonda,San Juan,Veinticinco de Mayo,2183,,,,,sin_coordenada,,,,"[C5 web] ADVERTENCIA depto: la unica 'Zonda' de San Juan es Villa Basilio Nievas en el depto Zonda (approx -31.54,-68.74), NO en 25 de Mayo ni depto"
C,,v6_p04,65,La Isla,Santiago del Estero,Banda,1562,,,,,sin_coordenada,,,,[C5 web] La única 'La Isla' documentada está en depto Jiménez (homónimo; coincide con la pista Isca Yacu pero lejos del depto objetivo Banda). Posibl
C,,v4_p16,304,San Julián,Santa Fe,San Jerónimo,1405,,,,,sin_coordenada,,,,[C5 web] No se halló localidad 'San Julián' vigente en depto San Jerónimo (Santa Fe); no figura en el listado de localidades del depto. Único homónim
C,,v4_p12,317,Médanos de las Cañas,Córdoba,Unión,1337,,,,,sin_coordenada,,,,[C5 web] No localizado con confianza en depto Union (Cordoba); sin registro en Georef ni OSM/Nominatim; no se arriesga coordenada
C,,v4_p14,382,Pueblo Britos,Santa Fe,Rosario,1085,,,,,sin_coordenada,,,,"[C5 web] No se localizó 'Pueblo Britos' en depto Rosario (Santa Fe) en Wikipedia, Nominatim ni gacetero. Sin coordenada confiable."
C,,v6_p05,130,Pozo Grande,Santiago del Estero,Avellaneda,745,,,,,sin_coordenada,,,,"[C5 web] 5 homonimos 'Pozo Grande' en Sgo del Estero (deptos Ojo de Agua, Rio Hondo, Figueroa, Alberdi) pero NINGUNO en depto Avellaneda. No se confi"
C,,v4_p09,492,La Buena Parada,Córdoba,Río Primero,730,,,,,sin_coordenada,,,,"[C5 web] No se halló 'La Buena Parada' en depto Río Primero (Córdoba). El homónimo 'Pueblo Buena Parada' está en depto Pichi Mahuida, Río Negro (leja"
C,,v5_p06,167,Puerto Naranjito,Misiones,San Ignacio,726,,,,,web_manual_coord,,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Puerto-Naranjito&id=10749,"COORD RECHAZADA por guard (cae fuera de todo departamento: mar/borde). [guard=sin_depto; punto en ] Lugar poblado del depto San Ignacio, Misiones"
C,,v6_p03,132,Km. 100 Nav. Río Bermejo,Formosa,Laishí,717,,,,,sin_coordenada,,,,[C5 web] Marcador de km 100 de la navegacion del Rio Bermejo en depto Laishi (Formosa); punto fluvial de campamento no identificable con confianza; s
C,,v5_p04,205,Leguizamón,Entre Ríos,La Paz,531,,,,,sin_coordenada,,,,[C5 web] No se identificó localidad/estación 'Leguizamón' en depto La Paz o Federal (Entre Ríos). Solo aparece la calle Martiniano Leguizamón en la c
C,,v5_p04,209,La Capilla,Entre Ríos,Villaguay,521,,,,,sin_coordenada,,,,[C5 web] Registro de localidad en depto Villaguay (obraspublicas) pero sin coordenada accesible; homonimos La Capilla en depto Gualeguaychu (lejos) d
C,,v6_p02,167,Esteros,Santiago del Estero,Figueroa,508,,,,,sin_coordenada,,,,[C5 web] No se ubica un 'Esteros' en depto Figueroa. Homónimos: pista apunta a depto Capital [86049110] y OSM sólo halla 'Esteros' en depto Alberdi (
C,,v4_p15,741,Rumiyaco,Córdoba,Minas,187,,,,,sin_coordenada,,,,[C5 web] Paraje en depto Minas (Córdoba) sin coordenada moderna verificable; el 'Rumiyaco' que aparece en buscadores son cabañas en Villa Rumipal (de
