page,n_orden,localidad,provincia,depto_1960,poblacion,estado_flag,tier,propuesta,tipo_resolucion,georef_id,id_no_censal,nombre_oficial,lat,lon,fuente,fuente_url,confianza,nota
v3_p15,551,M. Colman,Buenos Aires,Rauch,464,flag_sin_match,C5-rename,Estación Martín Colman,rename,,,,-36.4097,-59.1433,Wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Mart%C3%ADn_Colman,verde (guard: coord en depto esperado),[guard=verde; punto en Rauch] Estación y pequeño poblado en partido de Rauch (M. Colman = Martín Colman)
v7_p07,275,Palomitas,Salta,General Martín Miguel de Güemes,460,flag_bahra,A (aparcado),Palomitas,confirmar_candidato_georef,66049A20,,Palomitas,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p02,554,Balneario Claromecó,Buenos Aires,Tres Arroyos,459,flag_sin_match,C-generador,Claromecó,confirmar_candidato_georef,06833020,,Claromecó,-38.8574731904502,-60.0730577260656,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: 'Claromecó' [prefijo: se quita 'Balneario']
v3_p13,557,La Pastoril,La Pampa,Chalileo,458,flag_variante_bahra,E-bahra-fuzzy,Colonia La Pastoril,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Colonia La Pastoril/Chalileo [42049A02]
v5_p07,223,Sosa,Entre Ríos,Paraná,458,flag_bahra,A (aparcado),Sosa,confirmar_candidato_georef,30084240,true,Sosa,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v3_p08,558,Enrique Lavalle,Buenos Aires,Hipólito Yrigoyen,457,flag_sin_match,C5-manual_coord,Enrique Lavalle,manual_coord,,,,-36.4094,-61.9339,Wikipedia,https://es.wikipedia.org/wiki/Enrique_Lavalle,REVISAR (rojo),"[guard=rojo; punto en Daireaux] Paraje con Estacion Enrique Lavalle (FC Midland); hoy en partido Daireaux, sobre el limite con el partido Hipolito Yrigo"
v3_p08,559,Fauzón,Buenos Aires,9 de Julio,457,flag_bahra,A (aparcado),Fauzón,confirmar_candidato_georef,06588A09,,Fauzón,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p04,224,Laso,Entre Ríos,Gualeguay,455,flag_variante,A (aparcado),Estación Lazo,confirmar_candidato_georef,30049020,,Estación Lazo,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v5_p06,225,Raíces,Entre Ríos,Villaguay,452,flag_bahra,A (aparcado),Raíces,confirmar_candidato_georef,30113A35,,Raíces,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p06,227,Punta Grande,Corrientes,Mburucuyá,450,flag_bahra,A (aparcado),Punta Grande,confirmar_candidato_georef,18098A06,,Punta Grande,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p10,277,Senador Péres,Jujuy,Humahuaca,450,flag_sin_match,C5-manual_coord,Estación Senador Pérez (Uquía),manual_coord,,,,-23.3046,-65.3574,Wikipedia (Estación Senador Pérez / Uquía),https://es.wikipedia.org/wiki/Estaci%C3%B3n_Senador_P%C3%A9rez,verde (guard: coord en depto esperado),"[guard=verde; punto en Humahuaca] La estación Senador Pérez está en la localidad de Uquía, depto Humahuaca; coordenada de Uquía."
v3_p13,563,Leubuco,Buenos Aires,Adolfo Alsina,448,flag_bahra,A (aparcado),Leubucó,confirmar_candidato_georef,06007A12,,Leubucó,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p07,180,Vicentini,Chaco,San Fernando,447,flag_sin_match,C5-barrio_de,Puerto Vicentini (barrio de Fontana),barrio_de,,,,-27.4014,-59.0392,Wikimapia/dices.net,http://wikimapia.org/33649922/es/BARRIO-PUERTO-VICENTINI,verde (guard: coord en depto esperado),"[guard=verde; punto en San Fernando] Antigua localidad Puerto Vicentini, hoy barrio de Fontana, depto San Fernando."
v9_1_2_p01,106,Cona Niyeo,Río Negro,9 de Julio,446,flag_variante,A (aparcado),Cona Niyeu,confirmar_candidato_georef,62049020,,Cona Niyeu,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p06,564,Dennhy,Buenos Aires,9 de Julio,441,flag_variante,A (aparcado),Dennehy,confirmar_candidato_georef,06588070,,Dennehy,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v8_p02,151,Dixonville,San Luis,Gobernador Dupuy,441,flag_sin_match,C5-rename,Fortín El Patria (ex Dixonville),rename,,,,-34.7726,-65.5232,osm,https://nominatim.openstreetmap.org/search?q=Fort%C3%ADn%20El%20Patria%2C%20San%20Luis,verde (guard: coord en depto esperado),"[guard=verde; punto en Gobernador Dupuy] Estacion Dixonville, hoy paraje/municipio Fortin El Patria, depto Gobernador Dupuy, San Luis. Coincide depto (la coord d"
v6_p07,182,Velaz,Chaco,Bermejo,440,flag_variante_bahra,E-bahra-fuzzy,Colonia Vélaz,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Colonia Vélaz/Bermejo [22014A04]
v7_p04,279,Golpes,Catamarca,Pomán,440,flag_variante,A (aparcado),Colpes,confirmar_candidato_georef,10084030,,Colpes,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p04,565,Claudio Molina,Buenos Aires,Tres Arroyos,439,flag_bahra,A (aparcado),Claudio Molina,confirmar_candidato_georef,06833A00,,Claudio Molina,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p12,621,Monte Cristo,Córdoba,Río Primero,439,flag_sin_match,C5-manual_coord,Monte Cristo,manual_coord,,,,-31.3431,-63.9444,wikipedia,https://es.wikipedia.org/wiki/Monte_Cristo,REVISAR (rojo),"[guard=rojo; punto en Colón] Localidad de depto Río Primero (Córdoba), a 25 km de la capital, sobre RN19."
v4_p14,622,Punta del Agua,Córdoba,Río Primero,437,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=143 -> zona gris. candidatos: Punta del Agua/Tercero Arriba [14161140]
v8_p04,152,Rincón del Este,San Luis,Junín,435,flag_sin_match,C5-manual_coord,Rincón del Este (Villa de Merlo),manual_coord,,,,-32.3506,-64.9827,OSM Nominatim,https://nominatim.openstreetmap.org/,verde (guard: coord en depto esperado),"[guard=verde; punto en Junín] Paraje/barrio al este de Villa de Merlo, depto Junín, San Luis (hoy reserva florofaunística)."
v6_p02,184,Desvío Bruchard,Formosa,Patiño,432,flag_sin_match,C5-manual_coord,Apeadero Bruchard (Ramal C25),manual_coord,,,,-25.14,-59.96,Wikipedia,https://es.wikipedia.org/wiki/Ramal_C25_del_Ferrocarril_Belgrano,verde (guard: coord en depto esperado),"[guard=verde; punto en Patiño] Apeadero km 1797 (cruza RP24) entre Estanislao del Campo e Ibarreta, depto Patiño; coordenada aproximada por interpolaci"
v8_p02,154,El Chorrillo,San Luis,La Capital,432,flag_bahra,A (aparcado),El Chorrillo,confirmar_candidato_georef,7405610003,true,El Chorrillo,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v3_p11,568,Indacochea,Buenos Aires,Chivilcoy,431,flag_bahra,A (aparcado),Indacochea,confirmar_candidato_georef,06224A08,,Indacochea,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p03,185,Jumial Grande,Santiago del Estero,Figueroa,431,flag_bahra,A (aparcado),Jumial Grande,confirmar_candidato_georef,86070A17,,Jumial Grande,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p03,569,Bathurst,Buenos Aires,Coronel Suárez,428,flag_bahra,A (aparcado),Bathurst,confirmar_candidato_georef,06203A01,,Bathurst,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p15,571,Mariano Roldán,Buenos Aires,Juárez,426,flag_bahra,A (aparcado),Mariano Roldán,confirmar_candidato_georef,06084A04,,Mariano Roldán,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v9_1_2_p03,109,Manantiales Behr,Chubut,Escalante,426,flag_bahra,A (aparcado),Manantiales Behr,confirmar_candidato_georef,26021A08,,Manantiales Behr,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p15,573,Mari Lauquen,Buenos Aires,Trenque Lauquen,425,flag_bahra,A (aparcado),Mari Lauquen,confirmar_candidato_georef,06826A19,,Mari Lauquen,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p10,628,Las Tapias,Córdoba,Río Cuarto,424,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=152 -> homonimo probable (lejano). candidatos: Las Tapias/San Javier [14133100]
v6_p04,190,La Tapa,Santiago del Estero,Figueroa,424,flag_bahra,A (aparcado),La Tapa,confirmar_candidato_georef,86070A27,,La Tapa,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p01,574,Araujo,Buenos Aires,25 de Mayo,422,flag_bahra,A (aparcado),Araujo,confirmar_candidato_georef,06854A01,,Araujo,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p04,231,Itacuararé,Misiones,San Javier,422,flag_variante,A (aparcado),Itacaruaré,confirmar_candidato_georef,54105020,,Itacaruaré,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v4_p14,631,Punta de Agua,Córdoba,Río Cuarto,421,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=274 -> homonimo probable (lejano). candidatos: Punta de Agua/Río Primero [14105235]
v3_p09,576,Gil,Buenos Aires,Coronel Dorrego,419,flag_bahra,A (aparcado),Gil,confirmar_candidato_georef,06189A08,,Gil,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p05,287,La Falda,Catamarca,Fray Mamerto Esquiú,417,flag_variante_bahra,E-bahra-fuzzy,La Falda de San Antonio,confirmar_o_rechazar_candidato,,true,,,,georef/localidades,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: La Falda de San Antonio/Fray Mamerto Esquiú [1006304003]
v8_p02,155,Embalse La Florida,San Luis,Coronel Pringles,417,flag_sin_match,C5-rename,La Florida,rename,,,,-33.1182,-66.0008,Wikipedia,https://es.wikipedia.org/wiki/La_Florida_(San_Luis),verde (guard: coord en depto esperado),"[guard=verde; punto en Coronel Pringles] Localidad junto al Embalse La Florida, depto Coronel Pringles"
v3_p10,578,Hunter,Buenos Aires,Rojas,416,flag_bahra,A (aparcado),Hunter,confirmar_candidato_georef,06686A02,,Hunter,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p19,633,V. Rosario del Saladillo,Córdoba,Tulumba,416,flag_sin_match,C5-manual_coord,Villa Rosario del Saladillo,manual_coord,,,,-30.4311,-63.4731,Wikipedia,https://es.wikipedia.org/wiki/Rosario_del_Saladillo,verde (guard: coord en depto esperado),"[guard=verde; punto en Tulumba] Rosario del Saladillo (Villa), depto Tulumba, Cordoba"
v5_p02,233,Colonia Carolina,Corrientes,Goya,416,flag_sin_match,C-generador,Carolina,confirmar_candidato_georef,18070010,,Carolina,-29.1433295431663,-59.181029701103,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: 'Carolina' [prefijo: se quita 'Colonia']
v5_p02,234,Colonia Hocker,Entre Ríos,Colón,410,flag_sin_match,C-generador,Hocker,confirmar_candidato_georef,30008050,,Hocker,-32.0855250470155,-58.3417797262943,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: 'Hocker' [prefijo: se quita 'Colonia']
v6_p06,194,Santo Domingo,Santiago del Estero,Ojo de Agua,410,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=343 -> homonimo probable (lejano). candidatos: Santo Domingo/Pellegrini [86133060]
v3_p11,582,Ingeniero Williams,Buenos Aires,Navarro,408,flag_bahra,A (aparcado),Ingeniero Williams,confirmar_candidato_georef,06574A04,,Ingeniero Williams,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p20,584,Santos Unzué,Buenos Aires,9 de Julio,405,flag_bahra,A (aparcado),Santos Unzué,confirmar_candidato_georef,06588A22,,Santos Unzué,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p07,235,Solá,Entre Ríos,Tala,404,flag_variante,A (aparcado),Gobernador Sola,confirmar_candidato_georef,30091060,,Gobernador Sola,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p02,586,Arroyo del Medio,Buenos Aires,Pergamino,403,flag_bahra,A (aparcado),Arroyo del Medio,confirmar_candidato_georef,06623A00,,Arroyo del Medio,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p06,237,Puerto Rosario,Misiones,San Javier,402,flag_bahra,A (aparcado),Puerto Rosario,confirmar_candidato_georef,54105A08,,Puerto Rosario,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p03,293,Dr. Facundo Zuviría,Salta,Chicoana,402,flag_sin_match,C5-manual_coord,Facundo Zuviría (El Carril),manual_coord,,,,-25.0709,-65.4935,OSM Nominatim,"https://nominatim.openstreetmap.org/search?q=Facundo+Zuviria,+Salta,+Argentina",verde (guard: coord en depto esperado),"[guard=verde; punto en Chicoana] Paraje/estación Facundo de Zuviría en El Carril, depto Chicoana (se descarta el homónimo Facundo Zuviría en Gral. San Ma"
v3_p08,589,Francisco Murature,Buenos Aires,Adolfo Alsina,401,flag_bahra,A (aparcado),Francisco Murature,confirmar_candidato_georef,06007A09,,Francisco Murature,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p04,197,Mal Paso,Santiago del Estero,Capital,401,flag_sin_match,C5-manual_coord,Mal Paso,manual_coord,,,,-27.7667,-64.3097,Wikipedia (Aeropuerto Mal Paso / Vicecomodoro Aragonés),https://en.wikipedia.org/wiki/Vicecomodoro_%C3%81ngel_de_la_Paz_Aragon%C3%A9s_Airport,verde (guard: coord en depto esperado),[guard=verde; punto en Capital] Paraje al NO de la ciudad de Santiago del Estero (depto Capital); coordenada del aeródromo homónimo 'Mal Paso'.
v3_p16,590,Nahuel Ruca,Buenos Aires,Mar Chiquita,400,flag_bahra,A (aparcado),Nahuel Rucá,confirmar_candidato_georef,06518A10,,Nahuel Rucá,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p08,592,Esteban de Luca,Buenos Aires,Carlos Tejedor,398,flag_bahra,A (aparcado),Esteban de Luca,confirmar_candidato_georef,06154A05,,Esteban de Luca,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p13,593,La Porteña,Buenos Aires,Trenque Lauquen,398,flag_bahra,A (aparcado),La Porteña,confirmar_candidato_georef,06826A14,,La Porteña,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p11,297,Vinchina,La Rioja,General Sarmiento,395,flag_variante,A (aparcado),Villa San José de Vinchina,confirmar_candidato_georef,46098020,,Villa San José de Vinchina,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p10,595,Huetel,Buenos Aires,25 de Mayo,393,flag_bahra,A (aparcado),Huetel,confirmar_candidato_georef,06854A08,,Huetel,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p14,597,María Lucila,Buenos Aires,Hipólito Yrigoyen,393,flag_bahra,A (aparcado),María Lucila,confirmar_candidato_georef,06406A04,,María Lucila,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p14,598,Lia Calel,Buenos Aires,Tres Arroyos,392,flag_sin_match,C5-rename,Lin Calel,rename,,,,-38.7000,-60.2333,gazetteer,https://www.dices.net/mapas/argentina/mapa.php?nombre=Lin-Calel&id=877,verde (guard: coord en depto esperado),"[guard=verde; punto en Tres Arroyos] Transcripcion 'Lia Calel' = Lin Calel, pueblo/estacion del partido Tres Arroyos, Buenos Aires. Coincide depto."
v7_p04,298,El Recreo,Catamarca,Santa María,391,flag_sin_match,C5-manual_coord,"El Recreo (paraje, 25 de Mayo)",manual_coord,,,,-26.7221,-66.0573,osm,"https://nominatim.openstreetmap.org/search?q=El+Recreo,+Santa+Maria,+Catamarca,+Argentina",verde (guard: coord en depto esperado),[guard=verde; punto en Santa María] Paraje El Recreo (distrito 25 de Mayo) en depto Santa María (Catamarca). NO es el homónimo Recreo/La Paz de la pista.
v4_p09,639,Laguna del Monte,Córdoba,Pte. Roque Sáenz Peña,390,flag_bahra,A (aparcado),Laguna del Monte,confirmar_candidato_georef,14084A20,,Laguna del Monte,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p14,599,Macedo,Buenos Aires,General Juan Madariaga,389,flag_bahra,A (aparcado),Macedo,confirmar_candidato_georef,06315A13,,Macedo,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p20,600,Santa Inés,Buenos Aires,Carlos Tejedor,389,flag_bahra,A (aparcado),Santa Inés,confirmar_candidato_georef,06154A15,,Santa Inés,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p02,201,El Pintado,Chaco,General Güemes,388,flag_bahra,A (aparcado),El Pintado,confirmar_candidato_georef,22063A47,,El Pintado,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p17,602,Pichi-Huincha,La Pampa,Rancul,386,flag_variante,A (aparcado),Pichi Huinca,confirmar_candidato_georef,42126050,,Pichi Huinca,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v5_p04,243,Las Mercedes,Entre Ríos,Gualeguaychú,385,flag_bahra,A (aparcado),Las Mercedes,confirmar_candidato_georef,30056A25,,Las Mercedes,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p11,604,Juancho,Buenos Aires,General Juan Madariaga,384,flag_bahra,A (aparcado),Juancho,confirmar_candidato_georef,06315A04,,Juancho,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p05,244,Paraje San Isidro,Corrientes,Goya,384,flag_sin_match,C-generador,San Isidro,confirmar_candidato_georef,18070030,,San Isidro,-29.498483161934,-59.3159091129083,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: 'San Isidro' [prefijo: se quita 'Paraje']
v3_p17,605,Piñeyro,Buenos Aires,Coronel Suárez,383,flag_bahra,A (aparcado),Piñeyro,confirmar_candidato_georef,06203A15,,Piñeyro,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p07,606,Enrique Fynn,Buenos Aires,General Las Heras,382,flag_bahra,A (aparcado),Enrique Fynn,confirmar_candidato_georef,06329A00,,Enrique Fynn,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p01,204,Belgrano,Santiago del Estero,Quebrachos,381,flag_bahra,A (aparcado),Belgrano,confirmar_candidato_georef,86140A01,,Belgrano,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p13,608,La Paz Chica,Buenos Aires,Roque Pérez,380,flag_bahra,A (aparcado),La Paz Chica,confirmar_candidato_georef,06693A11,,La Paz Chica,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p14,641,Quebrada de los Pozos,Córdoba,San Javier,380,flag_bahra,A (aparcado),Quebrada de los Pozos,confirmar_candidato_georef,14133160,,Quebrada de los Pozos,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v5_p01,245,Baibiene,Corrientes,Curuzú Cuatiá,380,flag_bahra,A (aparcado),Baibiene,confirmar_candidato_georef,18035A05,,Baibiene,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v7_p08,300,Río Piedras,Salta,Metán,380,flag_bahra,A (aparcado),Río Piedras,confirmar_candidato_georef,66112070,true,Río Piedras,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v4_p02,642,Cabana,Córdoba,Colón,379,flag_sin_match,C5-manual_coord,Cabana,manual_coord,,,,-31.2175,-64.3502,Wikipedia,https://es.wikipedia.org/wiki/Cabana_(Argentina),verde (guard: coord en depto esperado),"[guard=verde; punto en Colón] Localidad en la ladera este de las Sierras Chicas, depto Colón, cerca de Unquillo, Córdoba."
v4_p03,643,Candelaria Norte,Córdoba,Río Seco,379,flag_sin_match,C5-rename,Villa Candelaria Norte,rename,,,,-29.8119,-63.3539,Wikipedia,https://es.wikipedia.org/wiki/Villa_Candelaria_Norte,verde (guard: coord en depto esperado),"[guard=verde; punto en Río Seco] Localidad del depto Río Seco, Córdoba"
v7_p01,302,Adolfo E. Carranza,Catamarca,Capayán,379,flag_bahra,A (aparcado),Adolfo E. Carranza,confirmar_candidato_georef,10042010,,Adolfo E. Carranza,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p12,610,La Negra,Buenos Aires,Necochea,378,flag_bahra,A (aparcado),La Negra,confirmar_candidato_georef,06581A09,,La Negra,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p04,644,Colonia el Carmen,Córdoba,Río Cuarto,378,flag_bahra,A (aparcado),Colonia El Carmen,confirmar_candidato_georef,14098A11,,Colonia El Carmen,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p05,205,Pozo del Indio,Chaco,Nueve de Julio,378,flag_bahra,A (aparcado),Pozo del Indio,confirmar_candidato_georef,22105A34,,Pozo del Indio,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p13,646,Pozo de la Loma,Córdoba,Río Primero,377,flag_bahra,A (aparcado),Pozo de la Loma,confirmar_candidato_georef,14105A36,,Pozo de la Loma,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v6_p02,206,El Chorro,Formosa,Ramón Lista,377,flag_sin_match,C5-manual_coord,El Chorro,manual_coord,,,,-23.2167,-62.3000,Wikipedia,https://es.wikipedia.org/wiki/El_Chorro_(Formosa),verde (guard: coord en depto esperado),[guard=verde; punto en Ramón Lista] Localidad del depto Ramón Lista; se llamó General Mosconi 1977-2015 y recuperó el nombre El Chorro
v3_p07,611,Emma,Buenos Aires,General Alvear,376,flag_bahra,A (aparcado),Emma,confirmar_candidato_georef,06287A07,,Emma,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v9_1_2_p01,116,Centro Río Mayo,Chubut,Río Senguer,376,flag_sin_match,C5-manual_coord,Río Mayo,manual_coord,,,,-45.6869,-70.2600,Wikipedia,https://es.wikipedia.org/wiki/R%C3%ADo_Mayo_(ciudad),verde (guard: coord en depto esperado),"[guard=verde; punto en Río Senguer] Centro de la ciudad de Rio Mayo, depto Rio Senguer, Chubut"
v9_1_2_p03,117,Llao-Llao,Río Negro,Bariloche,376,flag_variante_bahra,E-bahra-fuzzy,Villa Llao Llao,confirmar_o_rechazar_candidato,,true,,,,georef/localidades,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Villa Llao Llao/Bariloche [6202106003]
v3_p18,612,Primera Junta,Buenos Aires,Trenque Lauquen,375,flag_bahra,A (aparcado),Primera Junta,confirmar_candidato_georef,06826A22,,Primera Junta,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v4_p15,648,San Ambrosio,Córdoba,Río Cuarto,375,flag_bahra,A (aparcado),San Ambrosio,confirmar_candidato_georef,14098A70,,San Ambrosio,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v3_p10,613,Hereford,Buenos Aires,Carlos Tejedor,374,flag_variante_bahra,E-bahra-fuzzy,Heresford,confirmar_o_rechazar_candidato,,,,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Heresford/Carlos Tejedor [06154A06]
v7_p01,305,Aráoz,Tucumán,Leales,374,flag_variante,A (aparcado),Estación Aráoz,confirmar_candidato_georef,90056020,,Estación Aráoz,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
