page,n_orden,localidad_canon,provincia_georef,departamento_canon,depto_moderno_esperado,estado,georef_capa,georef_id,georef_nombre,georef_depto,lat,lon,dist_km,candidatos
v4_p08,358,J. B. Molina,Santa Fe,Constitución,Constitución,flag_sin_match,,,,,,,,
v4_p08,536,Juárez Celman,Córdoba,Colón,Colón,flag_bahra,localidades,1402132001,Juárez Celman,Colón,-31.2580420120475,-64.1662430936329,,Juárez Celman/Colón [1402132001]
v4_p08,186,Juncal,Santa Fe,Constitución,Constitución,auto_ok,localidades-censales,82028120,Juncal,Constitución,-33.7162492017762,-61.050913383692,,
v4_p08,110,Justiniano Posse,Córdoba,Unión,Unión,auto_ok,localidades-censales,14182140,Justiniano Posse,Unión,-32.8834016336238,-62.6796886228357,,
v4_p08,567,Kilómetro 711,Córdoba,Colón,Colón,flag_sin_match,,,,,,,,
v4_p08,112,Laborde,Córdoba,Unión,Unión,auto_ok,localidades-censales,14182150,Laborde,Unión,-33.1547409496857,-62.8574393330588,,
v4_p08,305,Labordeboy,Santa Fe,General López,General López,auto_ok,localidades-censales,82042150,Labordeboy,General López,-33.7176663609287,-61.3140613727482,,
v4_p09,27,Laboulaye,Córdoba,Pte. Roque Sáenz Peña,Presidente Roque Sáenz Peña,auto_ok,localidades-censales,14084030,Laboulaye,Presidente Roque Sáenz Peña,-34.12863375285,-63.390559302931,,
v4_p09,492,La Buena Parada,Córdoba,Río Primero,Río Primero,flag_sin_match,,,,,,,,
v4_p09,162,La Calera,Córdoba,Colón,Colón,auto_ok,localidades-censales,14021150,La Calera,Colón,-31.3456950386884,-64.3384747464446,,
v4_p09,53,La Carlota,Córdoba,Juárez Celman,Juárez Celman,auto_ok,localidades-censales,14056100,La Carlota,Juárez Celman,-33.4179598535271,-63.2935683222591,,
v4_p09,377,La Cautiva,Córdoba,Río Cuarto,Río Cuarto,auto_ok,localidades-censales,14098130,La Cautiva,Río Cuarto,-33.9795546172922,-64.083358125568,,
v4_p09,309,La Cesira,Córdoba,Pte. Roque Sáenz Peña,Presidente Roque Sáenz Peña,auto_ok,localidades-censales,14084020,La Cesira,Presidente Roque Sáenz Peña,-33.953534540425,-62.9774329154936,,
v4_p09,688,La Cortadera,Córdoba,San Justo,San Justo,flag_bahra,asentamientos,14140A67,La Cortadera,San Justo,-31.4911739236645,-62.9133525214471,,La Cortadera/San Justo [14140A67]
v4_p09,306,La Criolla,Santa Fe,San Justo,San Justo,auto_ok,localidades-censales,82112060,La Criolla,San Justo,-30.2247122625906,-60.3646436447691,,
v4_p09,561,La Cruz,Córdoba,Calamuchita,Calamuchita,auto_ok,localidades-censales,14007070,La Cruz,Calamuchita,-32.3031040568541,-64.4830539677526,,
v4_p09,85,La Cumbre,Córdoba,Punilla,Punilla,auto_ok,localidades-censales,14091110,La Cumbre,Punilla,-30.9814253461914,-64.494594236415,,
v4_p09,486,La Chispa,Santa Fe,General López,General López,auto_ok,localidades-censales,82042140,La Chispa,General López,-33.5442754388414,-61.9740702362983,,
v4_p09,156,La Falda,Córdoba,Punilla,Punilla,auto_ok,localidades-censales,14091120,La Falda,Punilla,-31.0944444221526,-64.4829374942456,,
v4_p09,182,La Francia,Córdoba,San Justo,San Justo,auto_ok,localidades-censales,14140230,La Francia,San Justo,-31.4063503360254,-62.633237941557,,
v4_p09,99,La Gallareta,Santa Fe,Vera,Vera,auto_ok,localidades-censales,82133090,La Gallareta,Vera,-29.5861639946623,-60.3783364911026,,
v4_p09,620,La Gilda,Córdoba,Río Cuarto,Río Cuarto,auto_ok,localidades-censales,14098140,La Gilda,Río Cuarto,-33.2083577444905,-64.2593328886344,,
v4_p09,338,La Granja,Córdoba,Colón,Colón,auto_ok,localidades-censales,14021160,La Granja,Colón,-31.0086148717693,-64.2678916945667,,
v4_p09,639,Laguna del Monte,Córdoba,Pte. Roque Sáenz Peña,Presidente Roque Sáenz Peña,flag_bahra,asentamientos,14084A20,Laguna del Monte,Presidente Roque Sáenz Peña,-34.1620932963515,-62.8322922870058,,Laguna del Monte/Presidente Roque Sáenz Peña [14084A20]
v4_p09,121,Laguna Larga,Córdoba,Río Segundo,Río Segundo,auto_ok,localidades-censales,14119090,Laguna Larga,Río Segundo,-31.7756215513701,-63.8003003649788,,
v4_p09,496,La Higuera,Córdoba,Cruz del Eje,Cruz del Eje,auto_ok,localidades-censales,14028110,La Higuera,Cruz del Eje,-31.0132363024222,-65.1028758382742,,
v4_p09,660,La Isla de San Antonio,Córdoba,Tulumba,Tulumba,flag_variante_bahra,asentamientos,14175A13,Isla de San Antonio,Tulumba,-30.0290615889724,-64.4174932633402,,Isla de San Antonio/Tulumba [14175A13]
v4_p09,295,La Laguna,Córdoba,General San Martín,General San Martín,auto_ok,localidades-censales,14042060,La Laguna,General San Martín,-32.8025934833606,-63.247129485379,,
v4_p09,526,La Lucila,Santa Fe,San Cristóbal,San Cristóbal,auto_ok,localidades-censales,82091145,La Lucila,San Cristóbal,-30.4200005636181,-61.0034571052301,,
v4_p09,753,La Nacional,Córdoba,General Roca,General Roca,flag_bahra,asentamientos,14035A15,La Nacional,General Roca,-34.7567620397882,-64.9115853303111,,La Nacional/General Roca [14035A15]
v4_p09,231,Landeta,Santa Fe,San Martín,San Martín,auto_ok,localidades-censales,82126080,Landeta,San Martín,-32.0127218694998,-62.0622681496921,,
v4_p09,320,Lanteri,Santa Fe,General Obligado,General Obligado,auto_ok,localidades-censales,82049110,Lanteri,General Obligado,-28.8399520672438,-59.6354502197422,,
v4_p09,479,La Palestina,Córdoba,General San Martín,General San Martín,auto_ok,localidades-censales,14042070,La Palestina,General San Martín,-32.616477430524,-63.4093638576959,,
v4_p09,599,La Pampa,Córdoba,Totoral,Totoral,auto_ok,localidades-censales,14168040,La Pampa,Totoral,-30.943722329389,-64.2724499721377,,
v4_p09,452,La Paquita,Córdoba,San Justo,San Justo,auto_ok,localidades-censales,14140240,La Paquita,San Justo,-30.9092844412314,-62.216186448464,,
v4_p09,197,La Para,Córdoba,Río Primero,Río Primero,auto_ok,localidades-censales,14105110,La Para,Río Primero,-30.894066681487,-63.0012721830096,,
v4_p09,506,La Paz,Córdoba,San Javier,San Javier,auto_ok,localidades-censales,14133060,La Paz,San Javier,-32.217473776866,-65.0482928314451,,
v4_p09,242,La Pelada,Santa Fe,Las Colonias,Las Colonias,auto_ok,localidades-censales,82070120,La Pelada,Las Colonias,-30.8662367898681,-60.9682866657836,,
v4_p09,698,La Playa,Córdoba,Minas,Minas,auto_ok,localidades-censales,14070050,La Playa,Minas,-31.0097030561934,-65.3617756401844,,
v4_p09,344,La Playosa,Córdoba,General San Martín,General San Martín,auto_ok,localidades-censales,14042080,La Playosa,General San Martín,-32.0994770769631,-63.0317978629104,,
v4_p09,618,La Población,Córdoba,San Javier,San Javier,auto_ok,localidades-censales,14133070,La Población,San Javier,-32.0671761047696,-65.0301879656464,,
v4_p09,665,La Posta,Córdoba,Río Primero,Río Primero,auto_ok,localidades-censales,14105120,La Posta,Río Primero,-30.5661137195469,-63.5169505201746,,
v4_p09,307,La Puerta,Córdoba,Río Primero,Río Primero,auto_ok,localidades-censales,14105130,La Puerta,Río Primero,-30.8930994885147,-63.2550946655052,,
v4_p09,569,La Puerta,Córdoba,Colón,Colón,auto_ok,localidades-censales,14021170,La Puerta,Colón,-31.1436099039227,-64.0409934379216,,
v4_p09,508,Larrechea,Santa Fe,San Jerónimo,San Jerónimo,auto_ok,localidades-censales,82105160,Larrechea,San Jerónimo,-31.9339966679959,-61.0486588090546,,
v4_p09,490,La Rubia,Santa Fe,San Cristóbal,San Cristóbal,auto_ok,localidades-censales,82091150,La Rubia,San Cristóbal,-30.1101996556083,-61.793510220263,,
v4_p09,449,La Vanguardia,Santa Fe,Constitución,Constitución,auto_ok,localidades-censales,82028130,La Vanguardia,Constitución,-33.3572077913553,-60.6570513406409,,
v4_p09,193,Las Acequias,Córdoba,Río Cuarto,Río Cuarto,auto_ok,localidades-censales,14098150,Las Acequias,Río Cuarto,-33.2802404498002,-63.97528684254,,
v4_p10,507,Las Arrias,Córdoba,Tulumba,Tulumba,auto_ok,localidades-censales,14175050,Las Arrias,Tulumba,-30.3775330149534,-63.5959350162506,,
v4_p10,758,Las Averías,Córdoba,Río Primero,Río Primero,flag_bahra,asentamientos,14105A25,Las Averías,Río Primero,-31.0823273528917,-63.0679864517979,,Las Averías/Río Primero [14105A25]
v4_p10,673,Las Avispas,Santa Fe,San Cristóbal,San Cristóbal,auto_ok,localidades-censales,82091160,Las Avispas,San Cristóbal,-29.8940766822536,-61.2883579516124,,
v4_p10,542,Las Bajadas,Córdoba,Calamuchita,Calamuchita,auto_ok,localidades-censales,14007090,Las Bajadas,Calamuchita,-32.0954063583092,-64.3310535546374,,
v4_p10,596,Las Bandurrias,Santa Fe,San Martín,San Martín,auto_ok,localidades-censales,82126090,Las Bandurrias,San Martín,-32.1962778527762,-61.4919768017679,,
v4_p10,677,Las Calles,Córdoba,San Alberto,San Alberto,auto_ok,localidades-censales,14126050,Las Calles,San Alberto,-31.8240084594315,-64.9714473862276,,
v4_p10,515,Las Garzas,Santa Fe,General Obligado,General Obligado,auto_ok,localidades-censales,82049120,Las Garzas,General Obligado,-28.8470732549103,-59.4999059654909,,
v4_p10,153,Las Higueras,Córdoba,Río Cuarto,Río Cuarto,auto_ok,localidades-censales,14098170,Las Higueras,Río Cuarto,-33.0897446600101,-64.2854391853594,,
v4_p10,575,Las Isletillas,Córdoba,Tercero Arriba,Tercero Arriba,auto_ok,localidades-censales,14161080,Las Isletillas,Tercero Arriba,-32.5092057510079,-63.9289673841927,,
v4_p10,363,Las Junturas,Córdoba,Río Segundo,Río Segundo,auto_ok,localidades-censales,14119100,Las Junturas,Río Segundo,-31.8316131995232,-63.4505606333314,,
v4_p10,752,Las Palmas,Córdoba,Pocho,Pocho,auto_ok,localidades-censales,14077020,Las Palmas,Pocho,-31.3745793713389,-65.2998327742752,,
v4_p10,417,Las Palmeras,Santa Fe,San Cristóbal,San Cristóbal,auto_ok,localidades-censales,82091170,Las Palmeras,San Cristóbal,-30.630350706037,-61.6258299582513,,
v4_p10,87,Las Parejas,Santa Fe,Belgrano,Belgrano,auto_ok,localidades-censales,82007030,Las Parejas,Belgrano,-32.6818789158149,-61.5207167552733,,
v4_p10,422,Las Peñas,Córdoba,Totoral,Totoral,auto_ok,localidades-censales,14168060,Las Peñas,Totoral,-30.5639927248834,-64.0003357570127,,
v4_p10,142,Las Perdices,Córdoba,Tercero Arriba,Tercero Arriba,auto_ok,localidades-censales,14161090,Las Perdices,Tercero Arriba,-32.699063202,-63.7046587696858,,
v4_p10,429,Las Petacas,Santa Fe,San Martín,San Martín,auto_ok,localidades-censales,82126100,Las Petacas,San Martín,-31.821156502928,-62.1110628941962,,
v4_p10,544,Las Rabonas,Córdoba,San Alberto,San Alberto,auto_ok,localidades-censales,14126070,Las Rabonas,San Alberto,-31.8630090607559,-64.9775519719814,,
v4_p10,40,Las Rosas,Santa Fe,Belgrano,Belgrano,auto_ok,localidades-censales,82007040,Las Rosas,Belgrano,-32.4750297630178,-61.5766576166055,,
v4_p10,693,Las Saladas,Córdoba,Río Primero,Río Primero,auto_ok,localidades-censales,14105160,Las Saladas,Río Primero,-30.7596647822024,-63.2041899967995,,
v4_p10,500,Las Tapias,Córdoba,San Javier,San Javier,auto_ok,localidades-censales,14133100,Las Tapias,San Javier,-31.9523945531724,-65.09827466239,,
v4_p10,628,Las Tapias,Córdoba,Río Cuarto,Río Cuarto,flag_depto,,14133100,Las Tapias,San Javier,-31.9523945531724,-65.09827466239,152,Las Tapias/San Javier [14133100]
v4_p10,81,Las Toscas,Santa Fe,General Obligado,General Obligado,auto_ok,localidades-censales,82049130,Las Toscas,General Obligado,-28.35485798088,-59.2594497811539,,
v4_p10,477,Las Tunas,Santa Fe,Las Colonias,Las Colonias,auto_ok,localidades-censales,82070130,Las Tunas,Las Colonias,-31.5718772575017,-60.9962356474433,,
v4_p10,255,Las Varas,Córdoba,San Justo,San Justo,auto_ok,localidades-censales,14140260,Las Varas,San Justo,-31.8024718519117,-62.6165729122497,,
v4_p10,44,Las Varillas,Córdoba,San Justo,San Justo,auto_ok,localidades-censales,14140270,Las Varillas,San Justo,-31.8704311083381,-62.719665423659,,
v4_p10,398,Las Vertientes,Córdoba,Río Cuarto,Río Cuarto,auto_ok,localidades-censales,14098190,Las Vertientes,Río Cuarto,-33.2833844084446,-64.577775240938,,
v4_p10,436,Lazzarino,Santa Fe,General López,General López,auto_ok,localidades-censales,82042160,Lazzarino,General López,-34.1654694788541,-62.4280967192287,,
v4_p10,740,Lecueder,Córdoba,General Roca,General Roca,flag_variante,,14035020,Estación Lecueder,General Roca,-34.4964826231529,-64.811533290345,,Estación Lecueder/General Roca [14035020]
v4_p10,564,Leguizamón,Córdoba,Pte. Roque Sáenz Peña,Presidente Roque Sáenz Peña,auto_ok,localidades-censales,14084040,Leguizamón,Presidente Roque Sáenz Peña,-34.2042346991496,-62.9759166285779,,
v4_p10,204,Lehmann,Santa Fe,Castellanos,Castellanos,auto_ok,localidades-censales,82021240,Lehmann,Castellanos,-31.1253312585534,-61.4525158354957,,
v4_p10,46,Leones,Córdoba,Marcos Juárez,Marcos Juárez,auto_ok,localidades-censales,14063160,Leones,Marcos Juárez,-32.6593363525264,-62.2973134975028,,
v4_p10,332,Logroño,Santa Fe,9 de Julio,9 de Julio,auto_ok,localidades-censales,82077040,Logroño,9 de Julio,-29.5037756831402,-61.6961631874278,,
v4_p10,583,Loma Alta,Santa Fe,San Jerónimo,San Jerónimo,auto_ok,localidades-censales,82105170,Loma Alta,San Jerónimo,-31.9601734308264,-61.1766819719862,,
v4_p10,387,López,Santa Fe,San Jerónimo,San Jerónimo,auto_ok,localidades-censales,82105180,López,San Jerónimo,-31.9053568041151,-61.2810664420882,,
v4_p10,764,Los Alamos,Córdoba,Tulumba,Tulumba,flag_bahra,asentamientos,14175A26,Los Álamos,Tulumba,-30.4267527275885,-63.8041545763341,,Los Álamos/Tulumba [14175A26]
v4_p10,711,Los Alfalfares,Córdoba,General Roca,General Roca,flag_bahra,asentamientos,14035A21,Los Alfalfares,General Roca,-34.8113540882905,-64.7182281461969,,Los Alfalfares/General Roca [14035A21]
v4_p10,491,Los Amores,Santa Fe,General Obligado,General Obligado,flag_depto,,82133100,Los Amores,Vera,-28.101974638015,-59.9798967685469,93,Los Amores/Vera [82133100]
v4_p10,282,Los Cardos,Santa Fe,San Martín,San Martín,auto_ok,localidades-censales,82126110,Los Cardos,San Martín,-32.3222505670504,-61.6317806822655,,
v4_p10,470,Los Cerrillos,Córdoba,San Javier,San Javier,auto_ok,localidades-censales,14133110,Los Cerrillos,San Javier,-31.9726693271476,-65.4445236119437,,
v4_p10,448,Los Cisnes,Córdoba,Juárez Celman,Juárez Celman,auto_ok,localidades-censales,14056110,Los Cisnes,Juárez Celman,-33.3997306782275,-63.4720523784914,,
v4_p10,458,Los Cocos,Córdoba,Punilla,Punilla,auto_ok,localidades-censales,14091140,Los Cocos,Punilla,-30.9265063316217,-64.5004510431136,,
v4_p11,670,Los Cometierra,Córdoba,Totoral,Totoral,flag_bahra,asentamientos,14168A19,Los Cometierra,Totoral,-30.8756818606609,-63.9217474948016,,Los Cometierra/Totoral [14168A19]
v4_p11,220,Los Cóndores,Córdoba,Calamuchita,Calamuchita,auto_ok,localidades-censales,14007110,Los Cóndores,Calamuchita,-32.3174789522114,-64.2739819418181,,
v4_p11,659,Los Chañaritos,Córdoba,Río Segundo,Río Segundo,auto_ok,localidades-censales,14119110,Los Chañaritos,Río Segundo,-31.4016383801942,-63.3330468306442,,
v4_p11,473,Los Hornillos,Córdoba,San Javier,San Javier,auto_ok,localidades-censales,14133120,Los Hornillos,San Javier,-31.9033598756412,-64.9896341648392,,
v4_p11,585,Los Hoyos,Córdoba,Río Seco,Río Seco,auto_ok,localidades-censales,14112060,Los Hoyos,Río Seco,-29.8024701293805,-63.6274276369617,,
v4_p11,582,Los Jagüeles,Córdoba,Río Cuarto,Río Cuarto,flag_bahra,asentamientos,14098A54,Los Jagüeles,Río Cuarto,-33.4028728263639,-64.5315396284245,,Los Jagüeles/Río Cuarto [14098A54]
v4_p11,754,Los Mistoles,Córdoba,Totoral,Totoral,auto_ok,localidades-censales,14168070,Los Mistoles,Totoral,-30.6266808995255,-63.8861216500931,,
v4_p11,203,Los Molinos,Santa Fe,Caseros,Caseros,auto_ok,localidades-censales,82014090,Los Molinos,Caseros,-33.1044924239801,-61.3256376297672,,
v4_p11,773,Los Pozos,Córdoba,Ischilín,Ischilín,auto_ok,localidades-censales,14049080,Los Pozos,Ischilín,-30.5198760318869,-64.2533892552041,,
v4_p11,228,Los Quirquinchos,Santa Fe,Caseros,Caseros,auto_ok,localidades-censales,82014110,Los Quirquinchos,Caseros,-33.3748878574802,-61.7105275302694,,
v4_p11,683,Los Reartes,Córdoba,Calamuchita,Calamuchita,auto_ok,localidades-censales,14007130,Los Reartes,Calamuchita,-31.9197334964713,-64.5771190880348,,
v4_p11,198,Los Saladillos,Santa Fe,9 de Julio,9 de Julio,flag_sin_match,,,,,,,,
v4_p11,674,Los Sauces,Córdoba,Cruz del Eje,Cruz del Eje,auto_ok,localidades-censales,14028145,Los Sauces,Cruz del Eje,-30.7361874979153,-64.6825587236428,,
v4_p11,173,Los Surgentes,Córdoba,Marcos Juárez,Marcos Juárez,auto_ok,localidades-censales,14063170,Los Surgentes,Marcos Juárez,-32.9852658356647,-62.0219045725818,,
v4_p11,437,Los Zorros,Córdoba,Tercero Arriba,Tercero Arriba,auto_ok,localidades-censales,14161100,Los Zorros,Tercero Arriba,-32.0450171725794,-63.2020892292424,,
v4_p11,351,Lozada,Córdoba,Santa María,Santa María,auto_ok,localidades-censales,14147200,Lozada,Santa María,-31.6496521149462,-64.0896841910727,,
v4_p11,547,Luca,Córdoba,General San Martín,General San Martín,auto_ok,localidades-censales,14042100,Luca,General San Martín,-32.5405051641053,-63.4768196713273,,
v4_p11,388,Lucio V. López,Santa Fe,Iriondo,Iriondo,auto_ok,localidades-censales,82056090,Lucio V. López,Iriondo,-32.713764561808,-61.0189435341041,,
v4_p11,366,Lucio V. Mansilla,Córdoba,Tulumba,Tulumba,auto_ok,localidades-censales,14175060,Lucio V Mansilla,Tulumba,-29.8044974904194,-64.7113698965767,,
v4_p11,265,Luis Palacios,Santa Fe,San Lorenzo,San Lorenzo,auto_ok,localidades-censales,82119070,Luis Palacios,San Lorenzo,-32.7818418506518,-60.9071389110379,,
v4_p11,178,Luque,Córdoba,Río Segundo,Río Segundo,auto_ok,localidades-censales,14119120,Luque,Río Segundo,-31.6476883514987,-63.345104726274,,
v4_p11,768,Lutti,Córdoba,Calamuchita,Calamuchita,auto_ok,localidades-censales,14007140,Lutti,Calamuchita,-32.3184723047564,-64.747002357261,,
v4_p11,537,Luxardo,Córdoba,San Justo,San Justo,flag_variante,,14140210,Estación Luxardo,San Justo,-31.3056638256908,-62.1330755683701,,Estación Luxardo/San Justo [14140210]; Plaza Luxardo/San Justo [14140310]
v4_p11,464,Luyaba,Córdoba,San Javier,San Javier,auto_ok,localidades-censales,14133150,Luyaba,San Javier,-32.1496952146155,-65.0585105739899,,
v4_p11,215,Llambi Campbell,Santa Fe,La Capital,La Capital,auto_ok,localidades-censales,82063090,Llambi Campbell,La Capital,-31.1842205050922,-60.7477326946659,,
v4_p11,140,Maciel,Santa Fe,San Jerónimo,San Jerónimo,auto_ok,localidades-censales,82105190,Maciel,San Jerónimo,-32.4567428716112,-60.8924512407539,,
v4_p11,687,Macha,Córdoba,Totoral,Totoral,flag_bahra,asentamientos,14168A20,Macha,Totoral,-30.5656738138053,-64.1387744911007,,Macha/Totoral [14168A20]
v4_p11,225,Maggiolo,Santa Fe,General López,General López,auto_ok,localidades-censales,82042170,Maggiolo,General López,-33.7210849726478,-62.2462930367006,,
v4_p11,119,Malagueño,Córdoba,Santa María,Santa María,auto_ok,localidades-censales,14147210,Malagueno,Santa María,-31.4673625620842,-64.359006727659,,
v4_p11,580,Malena,Córdoba,Río Cuarto,Río Cuarto,auto_ok,localidades-censales,14098200,Malena,Río Cuarto,-33.4904245041379,-64.4309439206855,,
v4_p11,739,Manantiales,Córdoba,Juárez Celman,Juárez Celman,flag_bahra,asentamientos,14056A24,Manantiales,Juárez Celman,-33.5357400323202,-63.3168592171081,,Manantiales/Juárez Celman [14056A24]
v4_p11,454,Manfredi,Córdoba,Río Segundo,Río Segundo,auto_ok,localidades-censales,14119130,Manfredi,Río Segundo,-31.8457845433855,-63.7475052922891,,
v4_p11,771,Maquinista Gallini,Córdoba,Río Primero,Río Primero,auto_ok,localidades-censales,14105170,Maquinista Gallini,Río Primero,-30.9087104765115,-63.5313541902586,,
v4_p11,298,Marcelino Escalada,Santa Fe,San Justo,San Justo,auto_ok,localidades-censales,82112080,Marcelino Escalada,San Justo,-30.5809747397759,-60.4683905426506,,
v4_p11,22,Marcos Juárez,Córdoba,Marcos Juárez,Marcos Juárez,auto_ok,localidades-censales,14063180,Marcos Juarez,Marcos Juárez,-32.6905904055446,-62.1012630114595,,
v4_p11,276,Margarita,Santa Fe,Vera,Vera,auto_ok,localidades-censales,82133110,Margarita,Vera,-29.6924916166747,-60.2522187814538,,
v4_p11,513,Margarita,Santa Fe,Castellanos,Castellanos,flag_depto,,82133110,Margarita,Vera,-29.6924916166747,-60.2522187814538,278,Margarita/Vera [82133110]
v4_p11,129,María Juana,Santa Fe,Castellanos,Castellanos,auto_ok,localidades-censales,82021250,María Juana,Castellanos,-31.675600555827,-61.7516738762984,,
v4_p11,548,María Luisa,Santa Fe,Las Colonias,Las Colonias,auto_ok,localidades-censales,82070140,María Luisa,Las Colonias,-31.012644048152,-60.9114327492504,,
v4_p11,250,María Susana,Santa Fe,San Martín,San Martín,auto_ok,localidades-censales,82126120,María Susana,San Martín,-32.2667194537045,-61.9060024143387,,
v4_p11,96,María Teresa,Santa Fe,General López,General López,auto_ok,localidades-censales,82042180,María Teresa,General López,-34.0048262260181,-61.9015883953661,,
v4_p12,447,Mariano Saavedra,Santa Fe,Las Colonias,Las Colonias,flag_sin_match,,,,,,,,
v4_p12,652,Marini,Santa Fe,Castellanos,Castellanos,flag_variante,,82021300,Pueblo Marini,Castellanos,-31.0384282584915,-61.8893125848793,,Pueblo Marini/Castellanos [82021300]
v4_p12,201,Marull,Córdoba,San Justo,San Justo,auto_ok,localidades-censales,14140280,Marull,San Justo,-30.9939092742727,-62.8252824871685,,
v4_p12,445,Mattaldi,Córdoba,General Roca,General Roca,auto_ok,localidades-censales,14035060,Mattaldi,General Roca,-34.4810558616569,-64.170877700177,,
v4_p12,356,Matilde,Santa Fe,Las Colonias,Las Colonias,auto_ok,localidades-censales,82070150,Matilde,Las Colonias,-31.7931925937022,-60.9805406188313,,
v4_p12,385,Matorrales,Córdoba,Río Segundo,Río Segundo,auto_ok,localidades-censales,14119140,Matorrales,Río Segundo,-31.7147203705686,-63.5107128772693,,
v4_p12,115,Máximo Paz,Santa Fe,Constitución,Constitución,auto_ok,localidades-censales,82028140,Máximo Paz,Constitución,-33.4831119463787,-60.9561046760019,,
v4_p12,317,Médanos de las Cañas,Córdoba,Unión,Unión,flag_sin_match,,,,,,,,
v4_p12,725,Media Naranja,Córdoba,Cruz del Eje,Cruz del Eje,auto_ok,localidades-censales,14028150,Media Naranja,Cruz del Eje,-30.6441448850926,-64.9278208719962,,
v4_p12,166,Melincué,Santa Fe,General López,General López,auto_ok,localidades-censales,82042190,Melincué,General López,-33.6610076659265,-61.4567810935598,,
v4_p12,416,Melo,Córdoba,Pte. Roque Sáenz Peña,Presidente Roque Sáenz Peña,auto_ok,localidades-censales,14084050,Melo,Presidente Roque Sáenz Peña,-34.348782689771,-63.4451682557814,,
v4_p12,731,Mendiolaza,Córdoba,Colón,Colón,auto_ok,localidades-censales,14021200,Mendiolaza,Colón,-31.2651975387548,-64.3037577968929,,
v4_p12,469,Miguel Torres,Santa Fe,General López,General López,auto_ok,localidades-censales,82042200,Miguel Torres,General López,-33.5264786721014,-61.4659876024156,,
v4_p12,170,Mina Clavero,Córdoba,San Alberto,San Alberto,auto_ok,localidades-censales,14126090,Mina Clavero,San Alberto,-31.729455099023,-65.0049836401854,,
v4_p12,367,Miramar,Córdoba,San Justo,San Justo,flag_bahra,localidades,14140290,Miramar,San Justo,-30.9151531803715,-62.6750095451306,,Miramar/San Justo [14140290]
v4_p12,734,Modestino Pizarro,Córdoba,General Roca,General Roca,flag_bahra,asentamientos,14035A22,Modestino Pizarro,General Roca,-34.1072096697968,-65.0710218123996,,Modestino Pizarro/General Roca [14035A22]
v4_p12,139,Moisés Ville,Santa Fe,San Cristóbal,San Cristóbal,auto_ok,localidades-censales,82091180,Moisés Ville,San Cristóbal,-30.7125635394235,-61.4701229348942,,
v4_p12,75,Moldes,Córdoba,Río Cuarto,Río Cuarto,flag_variante,,14098100,Coronel Moldes,Río Cuarto,-33.6227642787251,-64.5970464702781,,Coronel Moldes/Río Cuarto [14098100]
v4_p12,657,Molinari,Córdoba,Punilla,Punilla,flag_sin_match,,,,,,,,
v4_p12,586,Molinos,Córdoba,Calamuchita,Calamuchita,flag_variante,,14007120,Los Molinos,Calamuchita,-31.8548099466197,-64.3782771784701,,Los Molinos/Calamuchita [14007120]; Solar de los Molinos/Calamuchita [14007230]
v4_p12,401,Monigotes,Santa Fe,San Cristóbal,San Cristóbal,auto_ok,localidades-censales,82091190,Monigotes,San Cristóbal,-30.4881871087419,-61.6342569767233,,
v4_p12,712,Monsalvo,Córdoba,Calamuchita,Calamuchita,flag_variante_bahra,asentamientos,14007A06,Cañada de Monsalvo,Calamuchita,-32.1156754823806,-64.3707661616178,,Cañada de Monsalvo/Calamuchita [14007A06]
v4_p12,180,Monte Buey,Córdoba,Marcos Juárez,Marcos Juárez,auto_ok,localidades-censales,14063190,Monte Buey,Marcos Juárez,-32.9197270299779,-62.4558293586945,,
v4_p12,621,Monte Cristo,Córdoba,Río Primero,Río Primero,flag_sin_match,,,,,,,,
v4_p12,495,Monte de los Gauchos,Córdoba,Río Cuarto,Río Cuarto,auto_ok,localidades-censales,14098210,Monte de los Gauchos,Río Cuarto,-33.6390785450709,-63.8895707019727,,
v4_p12,765,Monte del Rosario,Córdoba,Río Primero,Río Primero,auto_ok,localidades-censales,14105180,Monte del Rosario,Río Primero,-30.9822445088826,-63.6018741657649,,
v4_p12,359,Montefiore,Santa Fe,9 de Julio,9 de Julio,auto_ok,localidades-censales,82077050,Montefiore,9 de Julio,-29.6689534515311,-61.8671534751467,,
v4_p12,554,Monte Leña,Córdoba,Unión,Unión,auto_ok,localidades-censales,14182160,Monte Leña,Unión,-32.6112503477,-62.5897295654957,,
v4_p12,141,Monte Maíz,Córdoba,Unión,Unión,auto_ok,localidades-censales,14182170,Monte Maíz,Unión,-33.2043195358033,-62.6005726658705,,
v4_p12,372,Monte Ralo,Córdoba,Santa María,Santa María,auto_ok,localidades-censales,14147220,Monte Ralo,Santa María,-31.9107252725962,-64.2398546643225,,
v4_p12,283,Montes de Oca,Santa Fe,Belgrano,Belgrano,auto_ok,localidades-censales,82007050,Montes de Oca,Belgrano,-32.5663823469994,-61.7685814709544,,
v4_p12,185,Monte Vera,Santa Fe,La Capital,La Capital,auto_ok,localidades-censales,82063100,Monte Vera,La Capital,-31.5167911889645,-60.678009922206,,
v4_p12,177,Morrison,Córdoba,Unión,Unión,auto_ok,localidades-censales,14182180,Morrison,Unión,-32.5928377935121,-62.8333963185863,,
v4_p12,45,Morteros,Córdoba,San Justo,San Justo,auto_ok,localidades-censales,14140300,Morteros,San Justo,-30.7107255304684,-62.0070190202816,,
