origen,page,n_orden,localidad,campo,valor_crudo,evidencia,recorte,estado,resuelto_por
2.2-sin_match,v4_p06,703,Esther,localidad,Esther,wiki=sin_match: Esther https://es.wikipedia.org/wiki/Esther,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p07,676,Fragueyro,localidad,Fragueyro,wiki=sin_match: Fougueyrolles https://es.wikipedia.org/wiki/Fougueyrolles,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p07,697,Fray Cayetano Rodríguez,localidad,Fray Cayetano Rodríguez,wiki=sin_match: Fray Cayetano Rodríguez https://es.wikipedia.org/wiki/Fray_Cayetano_Rodr%C3%ADguez,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p07,192,Froilán Palacios,localidad,Froilán Palacios,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p07,232,Gaboto,localidad,Gaboto,wiki=sin_match: Gaboto https://es.wikipedia.org/wiki/Gaboto,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p07,540,Garibaldi,localidad,Garibaldi,wiki=sin_match: Garibaldi (banda) https://es.wikipedia.org/wiki/Garibaldi_(banda),,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p07,710,General Soler,localidad,General Soler,wiki=sin_match: General Sherman (árbol) https://es.wikipedia.org/wiki/General_Sherman_(%C3%A1rbol),,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p07,419,Golondrina,localidad,Golondrina,wiki=sin_match: Golondrina https://es.wikipedia.org/wiki/Golondrina,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p08,511,Gutemberg,localidad,Gutemberg,wiki=sin_match: Gutemberg https://es.wikipedia.org/wiki/Gutemberg,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p08,175,Holmberg,localidad,Holmberg,wiki=sin_match: Holmberg https://es.wikipedia.org/wiki/Holmberg,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p08,92,Humberto 1º,localidad,Humberto 1º,wiki=sin_match: Humberto Suazo https://es.wikipedia.org/wiki/Humberto_Suazo,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p08,525,Iglesias Viejas,localidad,Iglesias Viejas,"wiki=aproximado: Iglesia vieja (Tonalá, Chiapas) https://es.wikipedia.org/wiki/Iglesia_vieja_(Tonal%C3%A1,_Chiapas)",,resuelto,revision_aproximados.csv:defer_paso3_wiki_ruido
2.2-sin_match,v4_p08,467,Ingeniero Chanourdié,localidad,Ingeniero Chanourdié,wiki=sin_match: Ingeniero Chanourdie https://es.wikipedia.org/wiki/Ingeniero_Chanourdie,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p08,130,Irivilli,localidad,Irivilli,wiki=aproximado: Inriville https://es.wikipedia.org/wiki/Inriville,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v4_p08,617,Jaime Peter,localidad,Jaime Peter,wiki=aproximado: Jaime Peters https://es.wikipedia.org/wiki/Jaime_Peters,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v4_p08,775,Jean Maire,localidad,Jean Maire,wiki=aproximado: Jean Mairet https://es.wikipedia.org/wiki/Jean_Mairet,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p08,358,J. B. Molina,localidad,J. B. Molina,wiki=sin_match: J. B. Molina https://es.wikipedia.org/wiki/J._B._Molina,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p08,536,Juárez Celman,localidad,Juárez Celman,wiki=sin_match: Juárez Celman https://es.wikipedia.org/wiki/Ju%C3%A1rez_Celman,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p08,567,Kilómetro 711,localidad,Kilómetro 711,wiki=aproximado: Kilómetro 11 https://es.wikipedia.org/wiki/Kil%C3%B3metro_11,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p09,492,La Buena Parada,localidad,La Buena Parada,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p09,162,La Calera,localidad,La Calera,wiki=sin_match: La Calera https://es.wikipedia.org/wiki/La_Calera,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p09,377,La Cautiva,localidad,La Cautiva,wiki=sin_match: La Cautiva https://es.wikipedia.org/wiki/La_Cautiva,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p09,338,La Granja,localidad,La Granja,wiki=sin_match: La Granja https://es.wikipedia.org/wiki/La_Granja,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p09,660,La Isla de San Antonio,localidad,La Isla de San Antonio,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p09,295,La Laguna,localidad,La Laguna,wiki=sin_match: La Laguna https://es.wikipedia.org/wiki/La_Laguna,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p09,753,La Nacional,localidad,La Nacional,wiki=sin_match: La Nacional (Costa Rica) https://es.wikipedia.org/wiki/La_Nacional_(Costa_Rica),,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p09,599,La Pampa,localidad,La Pampa,wiki=sin_match: La Pampa https://es.wikipedia.org/wiki/La_Pampa,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p10,758,Las Averías,localidad,Las Averías,wiki=aproximado: Las Erías https://es.wikipedia.org/wiki/Las_Er%C3%ADas,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p10,752,Las Palmas,localidad,Las Palmas,wiki=sin_match: Las Palmas (A-52) https://es.wikipedia.org/wiki/Las_Palmas_(A-52),,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p10,711,Los Alfalfares,localidad,Los Alfalfares,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p11,670,Los Cometierra,localidad,Los Cometierra,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p11,582,Los Jagüeles,localidad,Los Jagüeles,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p11,773,Los Pozos,localidad,Los Pozos,wiki=sin_match: Los Pozos https://es.wikipedia.org/wiki/Los_Pozos,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p11,198,Los Saladillos,localidad,Los Saladillos,wiki=aproximado: Los Alamillos https://es.wikipedia.org/wiki/Los_Alamillos,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p11,674,Los Sauces,localidad,Los Sauces,wiki=sin_match: Los Sauces https://es.wikipedia.org/wiki/Los_Sauces,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p11,537,Luxardo,localidad,Luxardo,wiki=aproximado: Lunfardo https://es.wikipedia.org/wiki/Lunfardo,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p12,652,Marini,localidad,Marini,wiki=sin_match: Marinilla https://es.wikipedia.org/wiki/Marinilla,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p12,317,Médanos de las Cañas,localidad,Médanos de las Cañas,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p12,734,Modestino Pizarro,localidad,Modestino Pizarro,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p12,743,Ninalquín,localidad,Ninalquín,wiki=sin_match: Niall Quinn https://es.wikipedia.org/wiki/Niall_Quinn,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p12,607,Nono,localidad,Nono,wiki=sin_match: Nono https://es.wikipedia.org/wiki/Nono,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p13,52,Onativo,localidad,Onativo,wiki=aproximado: Oncativo https://es.wikipedia.org/wiki/Oncativo,,resuelto,revision_aproximados.csv:typo_transcripcion
2.2-sin_match,v4_p13,327,Pasco,localidad,Pasco,wiki=sin_match: Pasco https://es.wikipedia.org/wiki/Pasco,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p13,751,Pedro E. Funes,localidad,Pedro E. Funes,wiki=aproximado: Pedro L. Funes https://es.wikipedia.org/wiki/Pedro_L._Funes,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v4_p13,671,Pichanas,localidad,Pichanas,wiki=aproximado: Pichanal https://es.wikipedia.org/wiki/Pichanal,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v4_p13,746,Piedrita Blanca,localidad,Piedrita Blanca,wiki=aproximado: Piedra Blanca (República Dominicana) https://es.wikipedia.org/wiki/Piedra_Blanca_(Rep%C3%BAblica_Dominicana),,resuelto,revision_aproximados.csv:defer_paso3_wiki_ruido
2.2-sin_match,v4_p13,472,Pinoén,localidad,Pinoén,wiki=sin_match: Pinocho (película de 1940) https://es.wikipedia.org/wiki/Pinocho_(pel%C3%ADcula_de_1940),,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p13,30,Posta de San Martín,localidad,Posta de San Martín,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p13,646,Pozo de la Loma,localidad,Pozo de la Loma,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p13,761,Pozo del Chañar,localidad,Pozo del Chañar,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p14,663,Pretot Freyre,localidad,Pretot Freyre,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p14,382,Pueblo Brito,localidad,Pueblo Brito,wiki=aproximado: Pueblo Brugo https://es.wikipedia.org/wiki/Pueblo_Brugo,,resuelto,revision_aproximados.csv:typo_transcripcion
2.2-sin_match,v4_p14,104,Puerto San Martín,localidad,Puerto San Martín,wiki=sin_match: Puerto San Martín https://es.wikipedia.org/wiki/Puerto_San_Mart%C3%ADn,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p14,591,Ramón J. Cárcano,localidad,Ramón J. Cárcano,wiki=sin_match: Ramón J. Cárcano https://es.wikipedia.org/wiki/Ram%C3%B3n_J._C%C3%A1rcano,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p14,23,Reinaldo Cullen,localidad,Reinaldo Cullen,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p15,728,Ruiz Díaz de Guzmán,localidad,Ruiz Díaz de Guzmán,wiki=aproximado: Ruy Díaz de Guzmán https://es.wikipedia.org/wiki/Ruy_D%C3%ADaz_de_Guzm%C3%A1n,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p15,741,Rumiyaco,localidad,Rumiyaco,wiki=sin_match: Rumiación https://es.wikipedia.org/wiki/Rumiaci%C3%B3n,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p15,487,Saguier,localidad,Saguier,wiki=sin_match: Saguier https://es.wikipedia.org/wiki/Saguier,,resuelto,regla:diferido-paso3
2.2-sin_sugerencia,v4_p15,210,San Agustín,localidad,San Agustín,wiki=sin_sugerencia:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p15,210,San Agustín,localidad,San Agustín,wiki=sin_match: San Agustín https://es.wikipedia.org/wiki/San_Agust%C3%ADn,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p15,648,San Ambrosio,localidad,San Ambrosio,wiki=sin_match: San Ambrosio https://es.wikipedia.org/wiki/San_Ambrosio,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p15,95,Sancti Spíritu,localidad,Sancti Spíritu,wiki=sin_match: Sancti Spíritu https://es.wikipedia.org/wiki/Sancti_Sp%C3%ADritu,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p15,302,San Francisco de Sta. Fe,localidad,San Francisco de Sta. Fe,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p16,411,San Marcos Sierra,localidad,San Marcos Sierra,wiki=aproximado: San Marcos Sierras https://es.wikipedia.org/wiki/San_Marcos_Sierras,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v4_p16,275,S. Martín de las Escobas,localidad,S. Martín de las Escobas,wiki=aproximado: San Martín de las Escobas https://es.wikipedia.org/wiki/San_Mart%C3%ADn_de_las_Escobas,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p16,230,San Pedro,localidad,San Pedro,wiki=sin_match: San Pedro https://es.wikipedia.org/wiki/San_Pedro,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p16,296,Sta. Clara de Buena Vista,localidad,Sta. Clara de Buena Vista,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p17,181,Sta. Rosa de Calamuchita,localidad,Sta. Rosa de Calamuchita,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p17,132,Sta. Rosa del Río Primero,localidad,Sta. Rosa del Río Primero,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p17,368,Sa Pereyra,localidad,Sa Pereyra,wiki=aproximado: Sa Pereira https://es.wikipedia.org/wiki/Sa_Pereira,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p17,297,Saturnino M. Laspiur,localidad,Saturnino M. Laspiur,wiki=sin_match: Saturnino M. Laspiur https://es.wikipedia.org/wiki/Saturnino_M._Laspiur,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p17,402,Sebastián el Cano,localidad,Sebastián el Cano,wiki=aproximado: Sebastián Elcano (Córdoba) https://es.wikipedia.org/wiki/Sebasti%C3%A1n_Elcano_(C%C3%B3rdoba),,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-aproximado,v4_p17,709,Tala Cruz,localidad,Tala Cruz,wiki=aproximado: Taio Cruz https://es.wikipedia.org/wiki/Taio_Cruz,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v4_p17,556,Tala Norte,localidad,Tala Norte,wiki=aproximado: Tano Norte (distrito) https://es.wikipedia.org/wiki/Tano_Norte_(distrito),,resuelto,revision_aproximados.csv:defer_paso3_wiki_ruido
2.2-aproximado,v4_p18,72,Teodolina,localidad,Teodolina,wiki=aproximado: Teodelina https://es.wikipedia.org/wiki/Teodelina,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p18,755,Totoralejos,localidad,Totoralejos,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p18,714,Tres Arboles,localidad,Tres Arboles,wiki=sin_match: Tres Arboles https://es.wikipedia.org/wiki/Tres_Arboles,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p18,573,Villa Candelaria,localidad,Villa Candelaria,wiki=sin_match: Villa Candelaria Norte https://es.wikipedia.org/wiki/Villa_Candelaria_Norte,,resuelto,regla:diferido-paso3
2.2-aproximado,v4_p18,530,Villa del Lago,localidad,Villa del Lago,wiki=aproximado: Valle del Lago https://es.wikipedia.org/wiki/Valle_del_Lago,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v4_p19,48,Villa Diego,localidad,Villa Diego,wiki=sin_match: Villa Diego https://es.wikipedia.org/wiki/Villa_Diego,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p19,441,Villa Las Rosas,localidad,Villa Las Rosas,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p19,763,Villa Río Grande,localidad,Villa Río Grande,wiki=sin_match: Valle del Río Grande https://es.wikipedia.org/wiki/Valle_del_R%C3%ADo_Grande,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p19,633,V. Rosario del Saladillo,localidad,V. Rosario del Saladillo,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v4_p19,454,Yoscina,localidad,Yoscina,wiki=sin_match: Yoshi Tatsu https://es.wikipedia.org/wiki/Yoshi_Tatsu,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p01,192,Altamirano Sud,localidad,Altamirano Sud,wiki=aproximado: Altamirano Sur https://es.wikipedia.org/wiki/Altamirano_Sur,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v5_p01,290,Apipé,localidad,Apipé,wiki=sin_match: Apipé https://es.wikipedia.org/wiki/Apip%C3%A9,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p01,27,Apóstoles,localidad,Apóstoles,wiki=sin_match: Apóstoles (Argentina) https://es.wikipedia.org/wiki/Ap%C3%B3stoles_(Argentina),,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p01,242,Arroyo Clé,localidad,Arroyo Clé,wiki=sin_match: Arroyo Clé (localidad) https://es.wikipedia.org/wiki/Arroyo_Cl%C3%A9_(localidad),,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p01,245,Baibiene,localidad,Baibiene,wiki=sin_match: Santiago Baibiene https://es.wikipedia.org/wiki/Santiago_Baibiene,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p01,222,Berduc,localidad,Berduc,wiki=sin_match: Berducedo https://es.wikipedia.org/wiki/Berducedo,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p01,193,Caa-Yarí,localidad,Caa-Yarí,wiki=aproximado: Caa Yarí https://es.wikipedia.org/wiki/Caa_Yar%C3%AD,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v5_p01,164,Calabacillas,localidad,Calabacillas,wiki=sin_match: Calabacillas https://es.wikipedia.org/wiki/Calabacillas,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p01,248,Cañaditas,localidad,Cañaditas,wiki=sin_match: Cañaditas https://es.wikipedia.org/wiki/Ca%C3%B1aditas,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p01,169,Capiovy,localidad,Capiovy,wiki=aproximado: Capioví https://es.wikipedia.org/wiki/Capiov%C3%AD,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v5_p02,303,Caza Pava,localidad,Caza Pava,wiki=sin_match: Caza (avión) https://es.wikipedia.org/wiki/Caza_(avi%C3%B3n),,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p02,145,Colonia Caseros,localidad,Colonia Caseros,wiki=sin_match: Colonia Las Rosas https://es.wikipedia.org/wiki/Colonia_Las_Rosas,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p02,282,Colonia Hughes,localidad,Colonia Hughes,wiki=aproximado: Colonia Hugues https://es.wikipedia.org/wiki/Colonia_Hugues,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v5_p02,185,Colonia Porvenir,localidad,Colonia Porvenir,wiki=sin_match: Colonia El Porvenir (Querétaro) https://es.wikipedia.org/wiki/Colonia_El_Porvenir_(Quer%C3%A9taro),,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p02,300,Colonia San Ernesto,localidad,Colonia San Ernesto,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p02,285,Cuay Grande,localidad,Cuay Grande,wiki=aproximado: Cayo Grande (Los Roques) https://es.wikipedia.org/wiki/Cayo_Grande_(Los_Roques),,resuelto,revision_aproximados.csv:defer_paso3_wiki_ruido
2.2-sin_match,v5_p02,266,Cuchilla Redonda,localidad,Cuchilla Redonda,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p02,6,Curuzú-Cuatiá,localidad,Curuzú-Cuatiá,wiki=aproximado: Curuzú Cuatiá https://es.wikipedia.org/wiki/Curuz%C3%BA_Cuati%C3%A1,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v5_p02,143,Desvío Parada Pucheta,localidad,Desvío Parada Pucheta,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p02,148,Don Cristóbal,localidad,Don Cristóbal,wiki=sin_match: Don Cristóbal Primero https://es.wikipedia.org/wiki/Don_Crist%C3%B3bal_Primero,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p03,258,Ensenada Grande,localidad,Ensenada Grande,wiki=sin_match: Ensenada Gardner https://es.wikipedia.org/wiki/Ensenada_Gardner,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p03,297,Escriña,localidad,Escriña,wiki=sin_match: Escriña https://es.wikipedia.org/wiki/Escri%C3%B1a,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p03,124,Fábrica Colón,localidad,Fábrica Colón,wiki=sin_match: Fabricación del acero https://es.wikipedia.org/wiki/Fabricaci%C3%B3n_del_acero,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p03,191,Faustino M. Parera,localidad,Faustino M. Parera,wiki=sin_match: Faustino M. Parera Pastor Britos https://es.wikipedia.org/wiki/Faustino_M._Parera_Pastor_Britos,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p03,122,Gobernador Gral. López,localidad,Gobernador Gral. López,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p03,67,Gobernador Ingeniero Valentín Virasoro,localidad,Gobernador Ingeniero Valentín Virasoro,wiki=sin_match: Gobernador Ingeniero Valentín Virasoro https://es.wikipedia.org/wiki/Gobernador_Ingeniero_Valent%C3%ADn_Virasoro,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p03,89,Gobernador J.E. Martínez,localidad,Gobernador J.E. Martínez,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p03,117,Gobernador Racedo,localidad,Gobernador Racedo,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p03,274,González Calderón,localidad,González Calderón,wiki=sin_match: González Calderón https://es.wikipedia.org/wiki/Gonz%C3%A1lez_Calder%C3%B3n,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p03,6,Goya,localidad,Goya,wiki=sin_match: Goya https://es.wikipedia.org/wiki/Goya,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p03,272,Hernándes,localidad,Hernándes,wiki=sin_match: Hernán (desambiguación) https://es.wikipedia.org/wiki/Hern%C3%A1n_(desambiguaci%C3%B3n),,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p04,199,Ingenio 1er. Correntino,localidad,Ingenio 1er. Correntino,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p04,179,Invernada de Itacuararé,localidad,Invernada de Itacuararé,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p04,160,Irasusta,localidad,Irasusta,wiki=sin_match: Erika Irusta https://es.wikipedia.org/wiki/Erika_Irusta,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p04,181,Isabel Victoria,localidad,Isabel Victoria,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p04,231,Itacuararé,localidad,Itacuararé,wiki=aproximado: Itacaruaré https://es.wikipedia.org/wiki/Itacaruar%C3%A9,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v5_p04,100,Itá-Ibaté,localidad,Itá-Ibaté,wiki=aproximado: Itá Ibaté https://es.wikipedia.org/wiki/It%C3%A1_Ibat%C3%A9,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v5_p04,65,Juan B. Arruabarrena,localidad,Juan B. Arruabarrena,wiki=sin_match: Juan B. Arruabarrena https://es.wikipedia.org/wiki/Juan_B._Arruabarrena,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p04,283,Juan Jorge,localidad,Juan Jorge,wiki=sin_match: Juan Jorge Amaya https://es.wikipedia.org/wiki/Juan_Jorge_Amaya,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p04,209,La Capilla,localidad,La Capilla,wiki=sin_match: La Capilla https://es.wikipedia.org/wiki/La_Capilla,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p04,252,La Esmeralda,localidad,La Esmeralda,wiki=sin_match: La Esmeralda https://es.wikipedia.org/wiki/La_Esmeralda,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p04,224,Laso,localidad,Laso,wiki=sin_match: Unai Laso https://es.wikipedia.org/wiki/Unai_Laso,,resuelto,regla:diferido-paso3
2.2-sin_sugerencia,v5_p04,155,Lib. Gral. San Martín,localidad,Lib. Gral. San Martín,wiki=sin_sugerencia:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p04,155,Lib. Gral. San Martín,localidad,Lib. Gral. San Martín,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p04,296,Lomas de Galarza,localidad,Lomas de Galarza,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p05,304,Machadiño,localidad,Machadiño,wiki=sin_match: Déiver Machado https://es.wikipedia.org/wiki/D%C3%A9iver_Machado,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p05,146,Malvinas,localidad,Malvinas,wiki=sin_match: Malvinas https://es.wikipedia.org/wiki/Malvinas,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p05,198,Manuel Belgrano (San Antonio),localidad,Manuel Belgrano (San Antonio),wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p05,78,Manuel F. Mantilla,localidad,Manuel F. Mantilla,wiki=sin_match: Manuel Mantilla https://es.wikipedia.org/wiki/Manuel_Mantilla,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p05,166,Mártires,localidad,Mártires,wiki=sin_match: Mártires https://es.wikipedia.org/wiki/M%C3%A1rtires,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p05,80,Miguel Lanús,localidad,Miguel Lanús,wiki=aproximado: Miguel Layún https://es.wikipedia.org/wiki/Miguel_Lay%C3%BAn,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v5_p05,291,Miñones,localidad,Miñones,wiki=sin_match: Miñones https://es.wikipedia.org/wiki/Mi%C3%B1ones,,resuelto,regla:diferido-paso3
2.2-sin_sugerencia,v5_p05,158,Nueve de Julio,localidad,Nueve de Julio,wiki=sin_sugerencia:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p05,158,Nueve de Julio,localidad,Nueve de Julio,wiki=sin_match: Nueve de Julio https://es.wikipedia.org/wiki/Nueve_de_Julio,,resuelto,regla:diferido-paso3
2.2-sin_sugerencia,v5_p05,276,Olegario V. Andrade,localidad,Olegario V. Andrade,wiki=sin_sugerencia:,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p05,276,Olegario V. Andrade,localidad,Olegario V. Andrade,wiki=sin_match: Olegario V. Andrade https://es.wikipedia.org/wiki/Olegario_V._Andrade,,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p05,171,Ombucito,localidad,Ombucito,wiki=aproximado: Ombucillo https://es.wikipedia.org/wiki/Ombucillo,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v5_p05,244,Paraje San Isidro,localidad,Paraje San Isidro,wiki=sin_match: Parque de San Isidro (Burgos) https://es.wikipedia.org/wiki/Parque_de_San_Isidro_(Burgos),,resuelto,regla:diferido-paso3
2.2-aproximado,v5_p05,293,Paso Florentín,localidad,Paso Florentín,wiki=aproximado: Pago Florentino https://es.wikipedia.org/wiki/Pago_Florentino,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v5_p05,279,Pedernal,localidad,Pedernal,wiki=sin_match: Pedernal https://es.wikipedia.org/wiki/Pedernal,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p05,275,Piloto Avila,localidad,Piloto Avila,wiki=sin_match: Piloto aviador https://es.wikipedia.org/wiki/Piloto_aviador,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p06,197,Playadito,localidad,Playadito,wiki=sin_match: Platanitos https://es.wikipedia.org/wiki/Platanitos,,resuelto,regla:diferido-paso3
2.2-sin_match,v5_p06,281,Primero de Mayo,localidad,Primero de Mayo,wiki=sin_match: Primero de Mayo https://es.wikipedia.org/wiki/Primero_de_Mayo,,resuelto,regla:diferido-paso3
