page,n_orden,localidad,provincia,departamento,tipo_match,motivo
v7_p04,96,Gastona,Tucumán,Chicligasta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p04,398,General Alvarado,Salta,Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p04,19,General Martín Miguel de Güemes,Salta,General Martín Miguel de Güemes,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p04,308,Gobernador Piedrabuena,Tucumán,Burruyacú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p04,279,Golpes,Catamarca,Pomán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,402,Huasa Pampa Sud,Tucumán,Graneros,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,30,Ingenio La Esperanza,Jujuy,San Pedro,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,14,Ingenio Santa Ana,Tucumán,Río Chico,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,410,Ipisca,Catamarca,Ancasti,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,306,Jerónimo Matorras,Salta,Orán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,45,Joaquín V. González,Salta,Anta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,228,La Caldera,Salta,La Caldera,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,259,La Ciénaga,Catamarca,Belén,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,119,La Fronterita,Tucumán,Famaillá,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,352,La Jarilla,La Rioja,General Roca,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,67,La Madrid,Tucumán,Graneros,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,396,La Puerta de San José,Catamarca,Belén,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p05,88,La Ramada,Tucumán,Burruyacú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,235,La Viña,Salta,La Viña,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,397,Las Cañas,Catamarca,Santa Rosa,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,173,Las Lajitas,Salta,Anta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,100,Las Pirquitas,Catamarca,Fray Mamerto Esquiú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,127,Leales,Tucumán,Leales,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,234,Leocadio Paz,Tucumán,Trancas,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,261,León,Jujuy,Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,47,León Rouges,Tucumán,Monteros,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,31,Lib. Gral. San Martín,Jujuy,Ledesma,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,353,Los Aguirres,La Rioja,General Ocampo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,190,Los Palacios,La Rioja,General Lavalle,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,221,Lumbreras,Salta,Metán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p06,208,Maconitas,Tucumán,Burruyacú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p07,421,Manuel Elordi,Salta,Orán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p07,415,Martínez del Tineo,Salta,Orán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p07,342,Maucasén,La Rioja,General Roca,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p07,132,Medinas,Tucumán,Chicligasta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p07,12,Metán,Salta,Metán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p07,169,Ntra.Sra. de Talavera,Salta,Anta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p07,275,Palomitas,Salta,General Martín Miguel de Güemes,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p08,58,Pedro G. Méndes,Tucumán,Cruz Alta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p08,135,Pomán,Catamarca,Pomán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p08,252,Punta de Los Llanos,La Rioja,Vélez Sarsfield,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p08,75,Ranchillos,Tucumán,Cruz Alta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p08,389,Rosario del Dorado,Salta,Anta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p09,98,San Antonio de la Paz,Catamarca,La Paz,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p09,255,San José de Escalchi,Salta,Cachi,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p09,140,San José de Fray Mamerto Esquiú,Catamarca,Fray Mamerto Esquiú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p09,99,San Pablo,Tucumán,Famaillá,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p09,340,San Pedro,Catamarca,Capayán,sin_sugerencia,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p09,340,San Pedro,Jujuy,San Pedro,sin_sugerencia,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p09,340,San Pedro,La Rioja,Castro Barros,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p10,205,Santa Rita de Catuna,La Rioja,General Ocampo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p10,325,Sey,Jujuy,Susques,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p10,271,Taruca Pampa,Tucumán,Burruyacú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p11,250,Toloche,Salta,Anta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p11,361,Veintitrés de Agosto,Jujuy,Ledesma,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p11,24,Vespucio,Salta,Gral. J. de San Martín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p11,113,Villa Bustos,La Rioja,Sanagasta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p11,395,Villa Chepes,La Rioja,General Roca,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p11,138,Villa Nva. de Monte Rico,Tucumán,Chicligasta,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v7_p11,239,Yuchán,Salta,Orán,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p01,47,Algarrobal,Mendoza,Las Heras,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p01,92,Algarrobo Verde,San Juan,Veinticinco de Mayo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p01,37,Colonia Alvear Oeste,Mendoza,General Alvear,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p02,109,Divisoria,San Juan,Veinticinco de Mayo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p02,196,El Gigante,San Luis,Belgrano,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p02,48,El Resguardo,Mendoza,Las Heras,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p02,153,El Volcán,San Luis,La Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p02,143,Hipólito Irigoyen,San Luis,Belgrano,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p02,137,Ingeniero Balloffet,Mendoza,San Rafael,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p02,189,Jarrilla,San Luis,La Capital,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p02,24,Jáchal,San Juan,Jáchal,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p02,195,La Ciénaga,San Juan,Jáchal,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p02,34,La Colonia,Mendoza,Junín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p03,71,Las Malvinas,Mendoza,San Rafael,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p03,102,Médano de Oro,San Juan,Rawson,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p03,126,Nueve de Julio,San Juan,Nueve de Julio,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p03,82,Pampa del Chañar,San Juan,Jáchal,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p04,184,Pozo del Tala,San Luis,Belgrano,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p04,152,Rincón del Este,San Luis,Junín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p04,97,Rodolfo Iselin (La Llave),Mendoza,San Rafael,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p04,147,San Pablo,San Luis,Chacabuco,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p04,199,Talacasto,San Juan,Ullún,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p05,41,Ullún,San Juan,Ullún,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p05,86,Villa 25 de Mayo,Mendoza,San Rafael,sin_sugerencia,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p05,60,Villa Junín,Mendoza,Junín,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p05,27,Villa Malargüe,Mendoza,Malargüe,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v8_p05,35,Villa Tupungato,Mendoza,Tupungato,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p01,143,Auca Mahuída,Neuquén,Añelo,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p01,5,Bariloche,Río Negro,Bariloche,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p01,157,Barrio Laprida y Manantial Rosales,Chubut,Escalante,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p01,116,Centro Río Mayo,Chubut,Río Senguerr,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p01,89,Cervantes,Río Negro,General Roca,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p01,88,Colonia Catriel,Río Negro,General Roca,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p01,38,Colonia Las Heras,Santa Cruz,Deseado,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p01,91,El Corcovado,Chubut,Futaleufú,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p02,49,Cholita,Chubut,Cushamen,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p02,120,Coronel Eugenio del Busto,Río Negro,Pichi-Mahuida,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p02,83,Darwin,Río Negro,Avellaneda,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p02,46,General E. Godoy,Río Negro,General Roca,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p03,32,Kilómetro 8 (Petroquímica),Chubut,Escalante,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p04,154,Planta Compresora Conesa,Río Negro,General Conesa,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p04,54,Playa Bonita,Río Negro,Bariloche,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p04,134,Puerto Coyle,Santa Cruz,Güer Aike,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p04,132,San Pedro,Río Negro,Bariloche,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
v9_1_2_p05,147,Yacimiento Petrolífero Solano,Chubut,Escalante,sin_match,sin articulo Wikipedia -> canonizacion en Paso 3 (Georef)
