provincia_canon,departamento_canon,tipo,depto_moderno,id_indec,fuente,fuente_url,nota
Santiago del Estero,Figueroa,identidad,Figueroa,86070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,General Taboada,identidad,General Taboada,86077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Guasayán,identidad,Guasayán,86084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Jiménez,identidad,Jiménez,86091,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Loreto,identidad,Loreto,86105,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Matará,rename,Juan Felipe Ibarra,86098,web,https://en.wikipedia.org/wiki/Juan_Felipe_Ibarra_Department,"Ley prov. 4091/1974 (RENAME, no split — confirmado 3.1b)"
Santiago del Estero,Mitre,identidad,Mitre,86112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Moreno,identidad,Moreno,86119,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Ojo de Agua,identidad,Ojo de Agua,86126,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Pellegrini,identidad,Pellegrini,86133,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Quebrachos,identidad,Quebrachos,86140,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Rivadavia,identidad,Rivadavia,86154,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Robles,identidad,Robles,86161,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Río Hondo,identidad,Río Hondo,86147,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Salavina,identidad,Salavina,86168,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,San Martín,identidad,San Martín,86175,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Sarmiento,identidad,Sarmiento,86182,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Santiago del Estero,Silípica,identidad,Silípica,86189,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Tierra del Fuego,San Sebastián,rename,Río Grande,94008,web,"https://es.wikipedia.org/wiki/Anexo:Departamentos_de_la_provincia_de_Tierra_del_Fuego,_Ant%C3%A1rtida_e_Islas_del_Atl%C3%A1ntico_Sur",Decreto 149/70 (RENAME)
Tierra del Fuego,San Sebastián,split,Tolhuin,94011,web,https://www.tierradelfuego.gob.ar/,"Ley prov. 1186 (2017), de Río Grande"
Tierra del Fuego,Ushuaia,identidad,Ushuaia,94015,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Tucumán,Burruyacú,identidad,Burruyacú,90007,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Tucumán,Capital,identidad,Capital,90084,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Tucumán,Capital,split,Yerba Buena,90119,web,https://es.wikipedia.org/wiki/Anexo:Departamentos_de_la_provincia_de_Tucumán,ley 4518 (1976)
Tucumán,Chicligasta,identidad,Chicligasta,90021,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Tucumán,Chicligasta,split,Simoca,90091,web,http://biblioteca.cfi.org.ar/,ley 4518 (1976)
Tucumán,Cruz Alta,identidad,Cruz Alta,90014,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Tucumán,Famaillá,identidad,Famaillá,90028,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Tucumán,Famaillá,split,Lules,90063,web,http://biblioteca.cfi.org.ar/,ley 4518 (1976)
Tucumán,Famaillá,split,Yerba Buena,90119,web,https://es.wikipedia.org/wiki/Anexo:Departamentos_de_la_provincia_de_Tucumán,ley 4518 (1976)
Tucumán,Graneros,identidad,Graneros,90035,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Tucumán,Graneros,split,La Cocha,90049,web,http://biblioteca.cfi.org.ar/,ley 4518 (1976)
Tucumán,Leales,identidad,Leales,90056,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Tucumán,Monteros,identidad,Monteros,90070,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Tucumán,Monteros,split,Simoca,90091,web,http://biblioteca.cfi.org.ar/,ley 4518 (1976)
Tucumán,Río Chico,identidad,Río Chico,90077,georef,https://apis.datos.gob.ar/georef/api/departamentos,
Tucumán,Río Chico,split,Juan Bautista Alberdi,90042,web,http://biblioteca.cfi.org.ar/,ley 4518 (1976)
Tucumán,Río Chico,split,Simoca,90091,web,http://biblioteca.cfi.org.ar/,ley 4518 (1976)
Tucumán,Tafí,split_disuelto,Tafí del Valle,90098,web,http://biblioteca.cfi.org.ar/,PADRE DISUELTO (no sobrevive ningun depto con ese nombre). ley 4518 (1976): 'Tafí' 1960 se divide
Tucumán,Tafí,split_disuelto,Tafí Viejo,90105,web,https://es.wikipedia.org/wiki/Anexo:Departamentos_de_la_provincia_de_Tucumán,ley 4518 (1976)
Tucumán,Tafí,split_disuelto,Yerba Buena,90119,web,https://es.wikipedia.org/wiki/Anexo:Departamentos_de_la_provincia_de_Tucumán,ley 4518 (1976): 3er destino de Tafí
Tucumán,Trancas,identidad,Trancas,90112,georef,https://apis.datos.gob.ar/georef/api/departamentos,
